word,frequency,type,gender,dictionaryForm,languageLevel,english
mató,263,verb,other,matar,B1,killed
sientes,262,verb,other,sentir,B1,you feel
ocurre,261,verb,other,ocurrir,B1,to happen
quiera,261,verb,other,querer,B1,to want
tenías,260,verb,other,tener,B1,you had
oficial,259,adjective,masculine,oficial,B1,official
mejores,257,adjective,masculine,mejor,B1,better
creí,257,verb,other,creer,B1,I believed
sentir,256,verb,other,sentir,B1,to feel
través,256,noun,masculine,traves,B1,through
eras,252,verb,other,ser,B1,you were
estúpido,251,adjective,masculine,estúpido,B1,stupid
entendido,248,adjective,masculine,entendida,B1,understood
salvo,247,adjective,masculine,salvo,B1,safe
imposible,243,adjective,other,imposible,B1,impossible
pruebas,242,noun,feminine,prueba,B1,tests
dijeron,239,verb,other,decir,B1,they said
sean,238,verb,other,ser,B1,to be
tendrá,236,verb,other,tener,B1,will have
servicio,234,noun,masculine,servicio,B1,service
dejado,233,adjective,masculine,dejado,B1,left
hubo,232,verb,other,haber,B1,there was
decirme,229,verb,other,decirme,B1,to tell me
cualquiera,229,adjective,other,cualquiera,B1,anyone
tengas,228,verb,other,tener,B1,to have
hacía,228,verb,other,hacer,B1,to make
estés,228,verb,other,estar,B1,to be
interesante,225,adjective,other,interesante,B1,interesting
tendrás,225,verb,other,tener,B1,you will have
hicieron,223,verb,other,hacer,B1,to do/make
decía,222,verb,other,decir,B1,said
intentando,220,verb,other,intentar,B1,trying
maldición,220,noun,feminine,maldición,B1,curse
capaz,219,adjective,masculine,capaz,B1,capable
llamó,216,verb,other,llamar,B1,called
querías,215,verb,other,querer,B1,you wanted
ataque,215,noun,masculine,ataque,B1,attack
negocios,214,noun,masculine,negocio,B1,business
juro,213,verb,other,jurar,B1,to swear
mantener,213,verb,other,mantener,B1,to maintain
ejército,212,noun,masculine,ejército,B1,army
teniente,209,noun,masculine,teniente,B1,lieutenant
vayas,209,verb,other,ir,B1,you go
verdadero,205,adjective,masculine,verdadero,B1,true
junto,204,adjective,other,junto,B1,together
tendré,204,verb,other,tener,B1,I will have
saberlo,203,verb,other,saber,B1,to know it
locura,203,noun,feminine,locura,B1,madness
peligro,202,noun,masculine,peligro,B1,danger
libertad,202,noun,feminine,libertad,B1,freedom
alegro,202,verb,other,alegrar,B1,to cheer up
tendremos,201,verb,other,tener,B1,we will have
maravilloso,201,adjective,masculine,maravilloso,B1,wonderful
según,199,other,other,según,B1,according to
podrían,199,verb,other,poder,B1,they could
conocido,198,adjective,masculine,conocido,B1,known
intento,196,noun,masculine,intento,B1,attempt
mayoría,195,noun,feminine,mayoría,B1,majority
veras,194,verb,other,ver,B1,you will see
viendo,194,verb,other,ver,B1,seeing
inteligente,193,adjective,feminine,inteligente,B1,intelligent
sucedió,191,verb,other,suceder,B1,happened
parecía,190,verb,other,parecer,B1,to seem
cargo,189,noun,masculine,cargo,B1,charge
víctima,189,noun,feminine,víctima,B1,victim
deje,187,verb,other,dejar,B1,to leave
daré,186,verb,other,dar,B1,I will give
sabías,186,verb,other,saber,B1,you knew
puedas,186,verb,other,poder,B1,you can
creía,186,verb,other,creer,B1,I believed
entender,185,verb,other,entender,B1,to understand
cambiado,184,verb,other,cambiar,B1,changed
opinión,184,noun,feminine,opinión,B1,opinion
verás,184,verb,other,ver,B1,you will see
estuviera,183,verb,other,estar,B1,to be
creen,182,verb,other,creer,B1,they believe
oír,182,verb,other,oír,B1,to hear
tendría,181,verb,other,tener,B1,would have
hablado,181,verb,other,hablar,B1,spoken
prisión,181,noun,feminine,prisión,B1,prison
vuelva,180,verb,other,volver,B1,return
público,180,adjective,masculine,público,B1,public
ocurrió,180,verb,other,ocurrir,B1,occurred
causa,180,noun,feminine,causa,B1,cause
solía,177,verb,other,soler,B1,to usually do
encuentro,176,noun,masculine,encuentro,B1,meeting
encontró,176,verb,other,encontrar,B1,found
quise,174,verb,other,querer,B1,I wanted
coronel,174,noun,masculine,coronel,B1,colonel
apuesto,174,adjective,masculine,apuesto,B1,handsome
peligroso,174,adjective,masculine,peligroso,B1,dangerous
excepto,173,other,other,excepto,B1,except
podamos,172,verb,other,poder,B1,we can
equivocado,172,adjective,masculine,equivocado,B1,wrong
irnos,172,verb,other,irse,B1,to leave
éxito,171,noun,masculine,éxito,B1,success
veamos,170,verb,other,ver,B1,let's see
especie,170,noun,feminine,especie,B1,species
teníamos,170,verb,other,tener,B1,we had
últimos,170,adjective,masculine,último,B1,last
volveré,168,verb,other,volver,B1,I will return
humano,167,adjective,masculine,humano,B1,human
unidos,167,adjective,masculine,unido,B1,united
habían,166,verb,other,haber,B1,they had
debido,165,adjective,other,debido,B1,due
dejé,164,verb,other,dejar,B1,I left
pidió,163,verb,other,pedir,B1,asked
veremos,161,verb,other,ver,B1,we will see
podido,160,verb,other,poder,B1,could
dejes,160,verb,other,dejar,B1,to leave
habéis,160,verb,other,haber,B1,you (plural) have
experiencia,160,noun,feminine,experiencia,B1,experience
decirlo,159,verb,other,decirlo,B1,to say it
confiar,159,verb,other,confiar,B1,to trust
necesitaba,159,verb,other,necesitar,B1,needed
parecer,158,verb,other,parecer,B1,to seem
juez,158,noun,masculine,juez,B1,judge
paciente,157,noun,masculine,paciente,B1,patient
hayas,157,verb,other,haber,B1,to have
oí,156,verb,other,oír,B1,to hear
sepa,156,verb,other,saber,B1,to know
estarás,156,verb,other,estar,B1,you will be
completo,155,adjective,masculine,completo,B1,complete
culpable,155,adjective,other,culpable,B1,guilty
tuvimos,155,verb,other,tener,B1,we had
volvió,155,verb,other,volver,B1,returned
matado,154,verb,other,matar,B1,killed
irte,154,verb,other,ir,B1,to go
cuestión,153,noun,feminine,cuestión,B1,question
molesta,153,adjective,feminine,molesta,B1,annoying
sigo,152,verb,other,seguir,B1,I follow
estáis,151,verb,other,estar,B1,you (plural) are
preocupa,151,verb,other,preocupar,B1,to worry
principal,150,adjective,masculine,principal,B1,main
vayan,149,verb,other,ir,B1,go
ojalá,149,other,other,ojalá,B1,hopefully
llamaré,149,verb,other,llamar,B1,I will call
acabado,149,adjective,masculine,acabado,B1,finished
probar,148,verb,other,probar,B1,to try
común,147,adjective,masculine,común,B1,common
valor,146,noun,masculine,valor,B1,value
objetivo,145,noun,masculine,objetivo,B1,objective
debía,145,verb,other,deber,B1,should
dejaré,145,verb,other,dejar,B1,I will leave
conocí,144,verb,other,conocer,B1,I knew
tuviera,143,verb,other,tener,B1,to have
escuché,143,verb,other,escuchar,B1,I listened
hagan,143,verb,other,hacer,B1,to do
perdí,142,verb,other,perder,B1,I lost
traído,142,verb,other,traer,B1,brought
preparado,142,adjective,masculine,preparado,B1,prepared
haberlo,142,verb,other,haber,B1,to have
exacto,141,adjective,masculine,exacto,B1,exact
imbécil,141,noun,masculine,imbécil,B1,imbecile
obviamente,139,adverb,other,obviamente,B1,obviously
refiero,139,verb,other,referir,B1,I refer
absolutamente,137,adverb,other,absolutamente,B1,absolutely
hacerme,137,verb,other,hacer,B1,to do for me
salga,137,verb,other,salir,B1,to go out
recordar,137,verb,other,recordar,B1,to remember
usando,136,verb,other,usar,B1,using
movimiento,136,noun,masculine,movimiento,B1,movement
absoluto,135,adjective,masculine,absoluto,B1,absolute
mismos,135,pronoun,masculine,mismo,B1,same
tomado,135,verb,other,tomar,B1,taken
habías,135,verb,other,haber,B1,"you had (informal, singular, past perfect)"
brillante,134,adjective,other,brillante,B1,bright
confianza,134,noun,feminine,confianza,B1,confidence
vuestra,134,pronoun,feminine,vuestro,B1,your
defensa,133,noun,feminine,defensa,B1,defense
terminó,133,verb,other,terminar,B1,ended
salido,133,noun,masculine,salido,B1,exit
presión,132,noun,feminine,presión,B1,pressure
inmediatamente,132,adverb,other,inmediatamente,B1,immediately
testigo,132,noun,masculine,testigo,B1,witness
deberían,132,verb,other,deber,B1,should
resulta,132,verb,other,resultar,B1,to result
depende,131,verb,other,dependē,B1,depends
sentimientos,131,noun,masculine,sentimiento,B1,feelings
tomando,131,verb,other,tomar,B1,taking
dieron,130,verb,other,dar,B1,they gave
parecen,130,verb,other,parecer,B1,to seem
propósito,130,noun,masculine,propósito,B1,purpose
vuestro,130,pronoun,other,vuestro,B1,your (plural)
quedarse,129,verb,other,quedarse,B1,to stay
podrá,129,verb,other,poder,B1,will be able
ridículo,129,adjective,masculine,ridículo,B1,ridiculous
estuviste,129,verb,other,estar,B1,you were
elección,129,noun,feminine,elección,B1,election
espíritu,128,noun,masculine,espíritu,B1,spirit
refieres,127,verb,other,referir,B1,to refer
enorme,127,adjective,other,enorme,B1,enormous
asuntos,127,noun,masculine,asunto,B1,matters
encantaría,126,verb,other,encantar,B1,would love
preocupado,126,adjective,masculine,preocupado,B1,worried
saliendo,126,verb,other,salir,B1,going out
escrito,126,noun,masculine,escrito,B1,writing
oiga,125,verb,other,oír,B1,hear
estén,125,verb,other,estar,B1,to be
decidido,124,adjective,masculine,decidido,B1,decided
responsable,124,adjective,other,responsable,B1,responsible
volverá,124,verb,other,volver,B1,will return
llame,123,verb,other,llamar,B1,to call
detente,123,verb,other,detenerse,B1,stop
muere,123,verb,other,morir,B1,to die
averiguar,123,verb,other,averiguar,B1,to find out
vayamos,122,verb,other,ir,B1,let's go
vendrá,122,verb,other,venir,B1,will come
yendo,122,verb,other,ir,B1,going
pasada,121,adjective,feminine,pasada,B1,past
código,121,noun,masculine,código,B1,code
riesgo,121,noun,masculine,riesgo,B1,risk
coño,120,noun,masculine,coño,B1,cunt
cayó,120,verb,other,caer,B1,fell
vengan,120,verb,other,venir,B1,come
pasará,120,verb,other,pasar,B1,will pass
posibilidad,119,noun,feminine,posibilidad,B1,possibility
tuviste,119,verb,other,tener,B1,you had
herido,119,adjective,masculine,herido,B1,wounded
seguramente,119,adverb,other,seguramente,B1,surely
sentí,119,verb,other,sentir,B1,to feel
sospechoso,119,adjective,masculine,sospechoso,B1,suspicious
obtener,118,verb,other,obtener,B1,to obtain
desastre,117,noun,masculine,desastre,B1,disaster
escuche,117,verb,other,escuchar,B1,to listen
política,117,noun,feminine,política,B1,politics
encontraron,116,verb,other,encontrar,B1,they found
fuerzas,115,noun,feminine,fuerza,B1,forces
déjeme,115,verb,other,dejar,B1,let me
suficientemente,115,adverb,other,suficientemente,B1,sufficiently
debí,115,verb,other,deber,B1,I should
tonterías,114,noun,feminine,tontería,B1,nonsense
hable,114,verb,other,hablar,B1,speak
robo,113,noun,masculine,robo,B1,theft
puse,113,verb,other,poner,B1,put
evidencia,113,noun,feminine,evidencia,B1,evidence
estúpida,113,adjective,feminine,estúpido,B1,stupid
preocupe,112,verb,other,preocupar,B1,to worry
extraña,112,adjective,feminine,extraña,B1,strange
verdadera,111,adjective,feminine,verdadero,B1,true
olvídalo,111,verb,other,olvidar,B1,forget it
distancia,111,noun,feminine,distancia,B1,distance
dejarlo,110,verb,other,dejar,B1,to leave it
área,110,noun,feminine,área,B1,area
orgulloso,110,adjective,masculine,orgulloso,B1,proud
dejaste,110,verb,other,dejar,B1,you left
aquellos,109,pronoun,other,aquellos,B1,those
vergüenza,109,noun,feminine,vergüenza,B1,shame
podrás,108,verb,other,poder,B1,you will be able to
viviendo,108,verb,other,vivir,B1,living
ministro,108,noun,masculine,ministro,B1,minister
borracho,107,adjective,masculine,borracho,B1,drunk
trajo,107,verb,other,traer,B1,he/she brought
contrato,107,noun,masculine,contrato,B1,contract
sociedad,107,noun,feminine,sociedad,B1,society
quede,107,verb,other,quedar,B1,to stay
conocía,106,verb,other,conocer,B1,knew
sentía,105,verb,other,sentir,B1,felt
proteger,105,verb,other,proteger,B1,to protect
hiciera,105,verb,other,hacer,B1,to do/to make
hablé,105,verb,other,hablar,B1,I spoke
agradezco,105,verb,other,agradecer,B1,I thank
enamorado,105,adjective,masculine,enamorado,B1,in love
supe,104,verb,other,saber,B1,I knew
directamente,104,adverb,other,directamente,B1,directly
inmediato,104,adjective,masculine,inmediato,B1,immediate
grave,104,adjective,feminine,grave,B1,serious
llegué,104,verb,other,llegar,B1,I arrived
jurado,104,noun,masculine,jurado,B1,jury
acuerdas,103,verb,other,acordar,B1,to agree
debió,103,verb,other,deber,B1,should have
habló,103,verb,other,hablar,B1,spoke
intención,103,noun,feminine,intención,B1,intention
seguros,102,noun,masculine,seguro,B1,insurance
querría,102,verb,other,querer,B1,I would want
conseguido,102,verb,other,conseguir,B1,achieved
víctimas,102,noun,feminine,víctima,B1,victim
directo,102,adjective,masculine,directo,B1,direct
escuchado,102,verb,other,escuchar,B1,listened
podré,101,verb,other,poder,B1,I will be able
actuar,101,verb,other,actuar,B1,to act
llevado,101,verb,other,llevar,B1,to carry
privado,101,adjective,masculine,privado,B1,private
demonio,101,noun,masculine,demonio,B1,demon
llámame,101,verb,other,llamar,B1,call me
siguen,101,verb,other,seguir,B1,to follow
amenaza,100,noun,feminine,amenaza,B1,threat
podremos,100,verb,other,poder,B1,we will be able
tomé,100,verb,other,tomar,B1,I drank
preciosa,100,adjective,feminine,preciosa,B1,precious
merece,100,verb,other,merecer,B1,deserve
mintiendo,100,verb,other,mentir,B1,lying
imagino,100,verb,other,imaginar,B1,I imagine
creerlo,99,verb,other,creerlo,B1,to believe it
llamé,99,verb,other,llamar,B1,I called
ponga,99,verb,other,poner,B1,to put
efecto,99,noun,masculine,efecto,B1,effect
relaciones,99,noun,feminine,relación,B1,relationships
recibido,98,verb,other,recibir,B1,received
confía,98,verb,other,confiar,B1,to trust
harán,97,verb,other,hacer,B1,they will do
quedado,97,verb,other,quedar,B1,to stay
razones,97,noun,feminine,razón,B1,reasons
escuchando,97,verb,other,escuchar,B1,listening
dígame,96,verb,other,decir,B1,tell me
interés,95,noun,masculine,interés,B1,interest
militar,95,adjective,masculine,militar,B1,military
quedo,95,verb,other,quedar,B1,to stay
encontraste,95,verb,other,encontrar,B1,you found
propiedad,95,noun,feminine,propiedad,B1,property
metido,94,adjective,masculine,metido,B1,involved
proceso,94,noun,masculine,proceso,B1,process
intentado,94,verb,other,intentar,B1,attempted
alcalde,94,noun,masculine,alcalde,B1,mayor
ocurrido,93,verb,other,ocurrir,B1,occurred
desapareció,93,verb,other,desaparecer,B1,disappeared
sabido,93,adjective,masculine,sabido,B1,known
intentarlo,93,verb,other,intentarlo,B1,to try it
perdiendo,93,verb,other,perder,B1,losing
fueras,93,verb,other,ir,B1,you went
valiente,92,adjective,masculine,valiente,B1,brave
robado,92,adjective,masculine,robado,B1,stolen
resolver,92,verb,other,resolver,B1,to resolve
poniendo,91,verb,other,poner,B1,putting
harías,91,verb,other,hacer,B1,would do
inútil,91,adjective,masculine,inútil,B1,useless
sensación,91,noun,feminine,sensación,B1,sensation
antiguo,90,adjective,masculine,antiguo,B1,ancient
puedan,90,verb,other,poder,B1,can
recuperar,90,verb,other,recuperar,B1,to recover
ladrón,90,noun,masculine,ladrón,B1,thief
intenté,90,verb,other,intentar,B1,I tried
durmiendo,90,verb,other,dormir,B1,sleeping
detener,89,verb,other,detener,B1,to stop
mataron,89,verb,other,matar,B1,they killed
vuelvas,89,verb,other,volver,B1,you return
descubrir,89,verb,other,descubrir,B1,to discover
tribunal,89,noun,masculine,tribunal,B1,court
toque,89,noun,masculine,toque,B1,touch
hables,89,verb,other,hablar,B1,you speak
conocemos,89,verb,other,conocer,B1,we know
dispuesto,89,adjective,masculine,dispuesta,B1,willing
importantes,88,adjective,masculine,importante,B1,important
derechos,88,noun,masculine,derecho,B1,rights
declaración,88,noun,feminine,declaración,B1,declaration
claramente,88,adverb,other,claramente,B1,clearly
pérdida,88,noun,feminine,pérdida,B1,loss
iban,88,verb,other,ir,B1,they were going
pudiste,88,verb,other,poder,B1,you could
consigue,88,verb,other,conseguir,B1,to get
olvides,88,verb,other,olvidar,B1,forget
fué,88,verb,other,ser,B1,was
llamaba,88,verb,other,llamar,B1,called
querían,87,verb,other,querer,B1,they wanted
hablemos,87,verb,other,hablar,B1,let's speak
enviado,87,noun,masculine,enviado,B1,sent
pertenece,87,verb,other,pertenecer,B1,to belong
pensó,87,verb,other,pensar,B1,thought
cadáver,87,noun,masculine,cadáver,B1,cadaver
amante,87,noun,masculine,amante,B1,lover
preguntaba,87,verb,other,preguntar,B1,asked
mataste,87,verb,other,matar,B1,you killed
íbamos,86,verb,other,ir,B1,we were going
protección,86,noun,feminine,protección,B1,protection
venganza,86,noun,feminine,venganza,B1,revenge
discutir,86,verb,other,discutir,B1,to discuss
escribió,86,verb,other,escribir,B1,wrote
testigos,85,noun,masculine,testigo,B1,witness
recoger,85,verb,other,recoger,B1,to collect
sobrevivir,85,verb,other,sobrevivir,B1,to survive
rostro,85,noun,masculine,rostro,B1,face
crédito,85,noun,masculine,crédito,B1,credit
saca,85,verb,other,sacar,B1,to take out
veía,84,verb,other,ver,B1,saw
registro,84,noun,masculine,registro,B1,registration
continúa,84,verb,other,continuar,B1,to continue
tengamos,84,verb,other,tener,B1,let's have
tormenta,84,noun,feminine,tormenta,B1,storm
relájate,84,verb,other,relajarse,B1,relax
siéntese,84,verb,other,sentarse,B1,sit down
vieron,84,verb,other,ver,B1,they saw
pidiendo,83,verb,other,pedir,B1,requesting
propios,83,adjective,masculine,propio,B1,own
fuertes,83,adjective,masculine,fuerte,B1,strong
toques,83,noun,masculine,toque,B1,touches
pareció,82,verb,other,parecer,B1,appeared
consiguió,82,verb,other,conseguir,B1,to achieve
parecido,82,adjective,masculine,parecido,B1,similar
discurso,82,noun,masculine,discurso,B1,speech
decirles,81,verb,other,decir,B1,to tell them
efectivo,81,adjective,masculine,efectivo,B1,effective
cura,81,noun,masculine,cura,B1,cure
juntas,81,noun,feminine,junta,B1,meeting
podías,80,verb,other,poder,B1,you could
aparte,80,adverb,other,aparte,B1,apart
hablaba,80,verb,other,hablar,B1,spoke
cambió,80,verb,other,cambiar,B1,changed
equivocada,80,adjective,feminine,equivocado,B1,wrong
vacío,80,adjective,masculine,vacío,B1,empty
muriendo,79,verb,other,morir,B1,dying
construir,79,verb,other,construir,B1,to build
mundial,79,adjective,masculine,mundial,B1,global
famoso,79,adjective,masculine,famoso,B1,famous
ambas,79,pronoun,feminine,ambas,B1,both
tecnología,79,noun,feminine,tecnología,B1,technology
malditos,79,adjective,masculine,maldito,B1,damned
robó,79,verb,other,robar,B1,stole
rápidamente,79,adverb,other,rápidamente,B1,quickly
violencia,79,noun,feminine,violencia,B1,violence
droga,78,noun,feminine,droga,B1,drug
saldrá,78,verb,other,salir,B1,will leave
molesto,78,adjective,masculine,molesto,B1,annoying
sabéis,78,verb,other,saber,B1,you (plural) know
muevas,78,verb,other,mover,B1,to move
imaginar,78,verb,other,imaginar,B1,to imagine
presencia,78,noun,feminine,presencia,B1,presence
muévete,77,verb,other,moverse,B1,move yourself
convertido,77,verb,other,convertir,B1,converted
conseguí,77,verb,other,conseguir,B1,I obtained
carter,77,noun,masculine,cartero,B1,mailman
podéis,76,verb,other,poder,B1,you can
esfuerzo,76,noun,masculine,esfuerzo,B1,effort
trabajaba,76,verb,other,trabajar,B1,I was working
cirugía,76,noun,feminine,cirugía,B1,surgery
dejamos,76,verb,other,dejar,B1,to leave
desearía,76,verb,other,desear,B1,I would like
pregunté,76,verb,other,preguntar,B1,I asked
tuvieron,76,verb,other,tener,B1,they had
llorando,75,verb,other,llorar,B1,crying
intentó,75,verb,other,intentar,B1,attempted
corriente,75,noun,feminine,corriente,B1,current
habíamos,74,verb,other,haber,B1,we had
dejan,74,verb,other,dejar,B1,to leave
llevarte,74,verb,other,llevar,B1,to take (you)
combate,74,noun,masculine,combate,B1,combat
mataré,74,verb,other,matar,B1,I will kill
asistente,74,noun,masculine,asistente,B1,assistant
pondré,74,verb,other,poner,B1,I will put
salgan,73,verb,other,salir,B1,to leave
cierta,73,adjective,feminine,cierto,B1,certain
honesto,73,adjective,masculine,honesto,B1,honest
volví,73,verb,other,volver,B1,I returned
confío,73,verb,other,confiar,B1,I trust
huir,73,verb,other,huir,B1,to flee
compromiso,73,noun,masculine,compromiso,B1,commitment
aseguro,73,verb,other,asegurar,B1,I assure / I ensure
ira,73,noun,feminine,ira,B1,anger
importancia,73,noun,feminine,importancia,B1,importance
hablaré,73,verb,other,hablar,B1,I will talk
hacerse,73,verb,other,hacerse,B1,to become
personalmente,73,adverb,other,personalmente,B1,personally
estemos,72,verb,other,estar,B1,let's be
preguntarte,72,verb,other,preguntar,B1,to ask you
llegará,72,verb,other,llegar,B1,will arrive
atrapado,72,adjective,masculine,atrapado,B1,caught
matarlo,72,verb,other,matar,B1,to kill
obvio,72,adjective,masculine,obvio,B1,obvious
amaba,72,verb,other,amar,B1,loved
hablaremos,72,verb,other,hablar,B1,we will speak
entrenamiento,72,noun,masculine,entrenamiento,B1,training
últimas,72,adjective,feminine,último,B1,last
encontrarlo,71,verb,other,encontrarlo,B1,to find it
cobarde,71,adjective,masculine,cobarde,B1,cowardly
descubierto,71,adjective,masculine,descubierto,B1,discovered
convirtió,71,verb,other,convertir,B1,converted
venía,71,verb,other,venir,B1,came
rompió,70,verb,other,romper,B1,broke
andando,70,verb,other,andar,B1,walking
vean,70,verb,other,ver,B1,to see
conseguiste,70,verb,other,conseguir,B1,you achieved
encargo,70,noun,masculine,encargo,B1,order
matarte,70,verb,other,matar,B1,to kill
convierte,70,verb,other,convertir,B1,convert
pasamos,70,verb,other,pasar,B1,we pass
firme,70,adjective,other,firme,B1,firm
daría,70,verb,other,dar,B1,would give
piense,70,verb,other,pensar,B1,think
sorprende,70,verb,other,sorprender,B1,surprise
milagro,70,noun,masculine,milagro,B1,miracle
soportar,70,verb,other,soportar,B1,to endure
dejaron,70,verb,other,dejar,B1,they left
disculpen,70,verb,other,disculpar,B1,to excuse
poderes,70,noun,masculine,poder,B1,powers
siguiendo,69,verb,other,seguir,B1,following
mantiene,69,verb,other,mantener,B1,maintain
encantador,69,adjective,masculine,encantador,B1,charming
mayores,69,noun,masculine,mayor,B1,elder
tratamiento,69,noun,masculine,tratamiento,B1,treatment
anterior,69,adjective,feminine,anterior,B1,previous
comisario,69,noun,masculine,comisario,B1,commissioner
fueran,69,verb,other,ser,B1,they were
quedará,68,verb,other,quedar,B1,to remain
aléjate,68,verb,other,alejarse,B1,get away
decidir,68,verb,other,decidir,B1,to decide
lío,68,noun,masculine,lío,B1,mess
usado,68,adjective,masculine,usado,B1,used
guardias,68,noun,masculine,guardia,B1,guard
odia,68,verb,other,odiar,B1,to hate
mires,68,verb,other,mirar,B1,to look
decisiones,68,noun,feminine,decisión,B1,decisions
queréis,68,verb,other,querer,B1,you want
salvaje,68,adjective,other,salvaje,B1,wild
preguntando,68,verb,other,preguntar,B1,asking
traducción,68,noun,feminine,traducción,B1,translation
trabajado,68,verb,other,trabajar,B1,worked
básicamente,68,adverb,other,básicamente,B1,basically
parado,68,adjective,masculine,parado,B1,standing
especiales,68,adjective,feminine,especial,B1,special
mentiroso,68,adjective,masculine,mentiroso,B1,liar
