word,frequency,type,gender,dictionaryForm,languageLevel,english
asombroso,55,adjective,masculine,asombroso,B2,amazing
experto,54,noun,masculine,experto,B2,expert
custodia,54,noun,feminine,custodia,B2,custody
física,54,noun,feminine,física,B2,physics
digan,54,verb,other,decir,B2,to say
sabia,53,adjective,feminine,sabio,B2,wise
violación,52,noun,feminine,violación,B2,violation
consciente,52,adjective,feminine,consciente,B2,aware
alcance,52,noun,masculine,alcance,B2,reach
prácticamente,51,adverb,other,prácticamente,B2,practically
estuvieras,50,verb,other,estar,B2,you were (subjunctive)
criminales,50,noun,masculine,criminal,B2,criminal
sabría,50,verb,other,saber,B2,I would know
imaginación,49,noun,feminine,imaginación,B2,imagination
excelencia,48,noun,feminine,excelencia,B2,excellence
cojones,48,noun,masculine,cojones,B2,testicles; balls (vulgar slang)
forense,47,adjective,masculine,forense,B2,forensic
magnífico,46,adjective,masculine,magnífico,B2,magnificent
gilipollas,46,noun,masculine,gilipollas,B2,fool
científico,45,adjective,masculine,científico,B2,scientific
habrías,45,verb,other,haber,B2,you would have
antecedentes,45,noun,masculine,antecedente,B2,antecedent
bendiga,44,verb,other,bendecir,B2,to bless
profundamente,44,adverb,other,profundamente,B2,deeply
pagaré,44,noun,masculine,pagaré,B2,promissory note
pudieron,44,verb,other,poder,B2,they could
científicos,43,noun,masculine,científico,B2,scientists
hayamos,43,verb,other,haber,B2,we have
guión,43,noun,masculine,guión,B2,script
inmunidad,42,noun,feminine,inmunidad,B2,immunity
hacían,42,verb,other,hacer,B2,they were doing
coartada,41,noun,feminine,coartada,B2,alibi
impacto,41,noun,masculine,impacto,B2,impact
descubrí,41,verb,other,descubrir,B2,I discovered
influencia,41,noun,feminine,influencia,B2,influence
absurdo,41,adjective,masculine,absurdo,B2,absurd
habrían,41,verb,other,haber,B2,they would have
traición,41,noun,feminine,traición,B2,betrayal
secuestro,40,noun,masculine,secuestro,B2,kidnapping
díselo,40,verb,other,decírselo,B2,tell it to him/her
terroristas,40,noun,masculine,terrorista,B2,terrorists
sacrificio,39,noun,masculine,sacrificio,B2,sacrifice
destrucción,39,noun,feminine,destrucción,B2,destruction
cadáveres,39,noun,masculine,cadáver,B2,cadavers
armada,39,noun,feminine,armada,B2,armed forces
técnicamente,38,adverb,other,técnicamente,B2,technically
potencial,38,adjective,masculine,potencial,B2,potential
inconsciente,37,adjective,masculine,inconsciente,B2,unconscious
patético,37,adjective,masculine,patético,B2,pathetic
testamento,37,noun,masculine,testamento,B2,will
extremadamente,37,adverb,other,extremadamente,B2,extremely
extremo,36,adjective,masculine,extremo,B2,extreme
extraordinario,36,adjective,masculine,extraordinario,B2,extraordinary
auténtico,36,adjective,masculine,auténtico,B2,authentic
increíblemente,36,adverb,other,increíblemente,B2,incredibly
reconocimiento,36,noun,masculine,reconocimiento,B2,recognition
pudiéramos,35,verb,other,poder,B2,we could
estrés,35,noun,masculine,estrés,B2,stress
jodida,35,adjective,feminine,jodido,B2,screwed
vampiros,35,noun,masculine,vampiro,B2,vampires
habrán,34,verb,other,haber,B2,they will have
cuyo,34,adjective,other,cuyo,B2,whose
decírmelo,34,verb,other,decírmelo,B2,tell me it
cocaína,34,noun,feminine,cocaína,B2,cocaine
marihuana,34,noun,feminine,marihuana,B2,marijuana
complejo,33,adjective,masculine,complejo,B2,complex
hubiéramos,33,verb,other,haber,B2,we would have
mentido,33,adjective,masculine,mentido,B2,lying
compasión,33,noun,feminine,compasión,B2,compassion
psiquiatra,33,noun,masculine,psiquiatra,B2,psychiatrist
desesperado,32,adjective,masculine,desesperado,B2,desperate
autopsia,32,noun,feminine,autopsia,B2,autopsy
supieras,32,verb,other,saber,B2,to know
actualmente,32,adverb,other,actualmente,B2,currently
escuadrón,32,noun,masculine,escuadrón,B2,squadron
violento,32,adjective,masculine,violento,B2,violent
lógica,31,noun,feminine,lógica,B2,logic
traducido,31,adjective,masculine,traducido,B2,translated
engaño,31,noun,masculine,engaño,B2,deception
cirujano,31,noun,masculine,cirujano,B2,surgeon
almirante,31,noun,masculine,almirante,B2,admiral
malditas,31,adjective,feminine,maldito,B2,cursed
eternidad,31,noun,feminine,eternidad,B2,eternity
tortura,31,noun,feminine,tortura,B2,torture
radiación,31,noun,feminine,radiación,B2,radiation
excepción,30,noun,feminine,excepción,B2,exception
llevaría,30,verb,other,llevar,B2,would take
vigila,30,verb,other,vigilar,B2,to watch
inusual,30,adjective,other,inusual,B2,unusual
poesía,30,noun,feminine,poesía,B2,poetry
presentimiento,30,noun,masculine,presentimiento,B2,premonition
bastardos,30,noun,masculine,bastardo,B2,bastards
vencido,30,adjective,masculine,vencido,B2,defeated
estuviese,30,verb,other,estar,B2,were
creído,29,adjective,masculine,creído,B2,conceited
jodidamente,29,adverb,other,jodidamente,B2,fucking
presidenta,29,noun,feminine,presidenta,B2,president
homicidios,29,noun,masculine,homicidio,B2,homicides
ejecución,29,noun,feminine,ejecución,B2,execution
misterioso,29,adjective,masculine,misterioso,B2,mysterious
jodan,29,verb,other,joder,B2,to bother
equivoco,29,noun,masculine,equívoco,B2,mistake
merecía,29,verb,other,merecer,B2,to deserve
líderes,29,noun,masculine,líder,B2,leaders
sabio,28,adjective,masculine,sabio,B2,wise
civilización,28,noun,feminine,civilización,B2,civilization
pervertido,28,adjective,masculine,pervertido,B2,perverted
sabiduría,28,noun,feminine,sabiduría,B2,wisdom
estuvieran,27,verb,other,estar,B2,they were (subjunctive)
barón,27,noun,masculine,barón,B2,baron
nocturno,27,adjective,masculine,nocturno,B2,nocturnal
eterna,27,adjective,feminine,eterna,B2,eternal
estelar,27,adjective,feminine,estelar,B2,stellar
pudieran,27,verb,other,poder,B2,could
repugnante,27,adjective,feminine,repugnante,B2,repugnant
cuya,27,pronoun,feminine,cuya,B2,whose
salva,27,noun,feminine,salva,B2,salvation
explosivos,27,noun,masculine,explosivo,B2,explosive
ataúd,27,noun,masculine,ataúd,B2,coffin
psicópata,26,noun,masculine,psicópata,B2,psychopath
rodeado,26,adjective,masculine,rodeado,B2,surrounded
rehabilitación,26,noun,feminine,rehabilitación,B2,rehabilitation
investigaciones,26,noun,feminine,investigación,B2,investigations
fuéramos,26,verb,other,ser,B2,we were
interrogatorio,26,noun,masculine,interrogatorio,B2,interrogation
hemorragia,26,noun,feminine,hemorragia,B2,hemorrhage
fenómeno,26,noun,masculine,fenómeno,B2,phenomenon
técnico,26,noun,masculine,técnico,B2,technician
pondría,25,verb,other,poner,B2,would put
arriesgado,25,adjective,masculine,arriesgado,B2,risky
descubrimiento,25,noun,masculine,descubrimiento,B2,discovery
abuso,25,noun,masculine,abuso,B2,abuse
mansión,25,noun,feminine,mansión,B2,mansion
supervivencia,25,noun,feminine,supervivencia,B2,survival
quedaría,24,verb,other,quedar,B2,would stay
interna,24,adjective,feminine,interno,B2,internal
jódete,24,verb,other,joder,B2,screw you
profundidad,24,noun,feminine,profundidad,B2,depth
depresión,24,noun,feminine,depresión,B2,depression
preocupaciones,24,noun,feminine,preocupación,B2,concerns
espectacular,24,adjective,other,espectacular,B2,spectacular
supuestamente,24,adverb,other,supuestamente,B2,supposedly
maricón,23,noun,masculine,maricón,B2,faggot
especialista,23,noun,masculine,especialista,B2,specialist
imbéciles,23,noun,masculine,imbécil,B2,imbeciles
arrogante,23,adjective,other,arrogante,B2,arrogant
excitante,23,adjective,masculine,excitante,B2,exciting
traficante,23,noun,masculine,traficante,B2,trafficker
identificado,23,adjective,masculine,identificado,B2,identified
cabrones,23,noun,masculine,cabron,B2,bastards
mueras,23,verb,other,morir,B2,you die
confidencial,23,adjective,feminine,confidencial,B2,confidential
justamente,23,adverb,other,justamente,B2,just
sagrada,22,adjective,feminine,sagrado,B2,sacred
furia,22,noun,feminine,furia,B2,fury
milagros,22,noun,masculine,milagro,B2,miracle
quienquiera,22,pronoun,other,quienquiera,B2,whoever
privilegio,22,noun,masculine,privilegio,B2,privilege
polis,22,noun,feminine,polis,B2,city
estúpidas,22,adjective,feminine,estúpido,B2,stupid
obsesionado,22,adjective,masculine,obsesionado,B2,obsessed
intenso,22,adjective,masculine,intenso,B2,intense
investigador,22,noun,masculine,investigador,B2,researcher
extraterrestres,22,noun,masculine,extraterrestre,B2,extraterrestrials
pudiese,22,verb,other,poder,B2,could
pendejo,21,noun,masculine,pendejo,B2,idiot
tuviéramos,21,verb,other,tener,B2,we had
canalla,21,noun,masculine,canalla,B2,scoundrel
ansiedad,21,noun,feminine,ansiedad,B2,anxiety
crítico,21,adjective,masculine,crítico,B2,critical
eterno,21,adjective,masculine,eterno,B2,eternal
renuncia,21,noun,feminine,renuncia,B2,resignation
legalmente,21,adverb,other,legalmente,B2,legally
superado,21,verb,other,superar,B2,overcome
extraordinaria,21,adjective,feminine,extraordinaria,B2,extraordinary
fiscalía,21,noun,feminine,fiscalía,B2,prosecution
políticas,21,noun,feminine,política,B2,policies
responsabilidades,21,noun,feminine,responsabilidad,B2,responsibility
encontraría,21,verb,other,encontrar,B2,I would find
lamentablemente,20,adverb,other,lamentablemente,B2,unfortunately
poderosos,20,adjective,masculine,poderoso,B2,powerful
ardiente,20,adjective,other,ardiente,B2,burning
literatura,20,noun,feminine,literatura,B2,literature
misericordia,20,noun,feminine,misericordia,B2,mercy
particularmente,20,adverb,other,particularmente,B2,particularly
equivocados,20,adjective,masculine,equivocado,B2,wrong
pertenecen,20,verb,other,pertenecer,B2,to belong
alienígena,20,adjective,masculine,alienígena,B2,alien
únicas,20,adjective,feminine,único,B2,unique
diagnóstico,20,noun,masculine,diagnóstico,B2,diagnosis
síndrome,20,noun,masculine,síndrome,B2,syndrome
normalidad,20,noun,feminine,normalidad,B2,normality
ingeniería,20,noun,feminine,ingeniería,B2,engineering
magnífica,20,adjective,feminine,magnífica,B2,magnificent
alienígenas,19,noun,masculine,alienígena,B2,aliens
divino,19,adjective,masculine,divino,B2,divine
ebrio,19,adjective,masculine,ebrio,B2,inebriated
comisionado,19,noun,masculine,comisionado,B2,commissioner
persecución,19,noun,feminine,persecución,B2,persecution
específicamente,19,adverb,other,específicamente,B2,specifically
dejaras,19,verb,other,dejar,B2,you will leave
altamente,19,adverb,other,altamente,B2,highly
sabias,19,adjective,feminine,sabia,B2,wise
llámeme,19,verb,other,llamarme,B2,call me
integridad,19,noun,feminine,integridad,B2,integrity
cardenal,19,noun,masculine,cardenal,B2,cardinal
contrabando,19,noun,masculine,contrabando,B2,smuggling
dijeras,19,verb,other,decir,B2,you said
hicieran,19,verb,other,hacer,B2,they did
tuviese,19,verb,other,tener,B2,to have (subjunctive past form)
acoso,18,noun,masculine,acoso,B2,harassment
remoto,18,adjective,masculine,remoto,B2,remote
hubieses,18,verb,other,haber,B2,you had (subjunctive)
conociera,18,verb,other,conocer,B2,to know
nucleares,18,adjective,feminine,nuclear,B2,nuclear
concierne,18,verb,other,concernir,B2,to concern
rencor,18,noun,masculine,rencor,B2,resentment
trágico,18,adjective,masculine,trágico,B2,tragic
delincuentes,18,noun,masculine,delincuente,B2,criminals
independencia,18,noun,feminine,independencia,B2,independence
convertirá,18,verb,other,convertir,B2,will convert
estándar,18,adjective,masculine,estándar,B2,standard
supremo,18,adjective,masculine,supremo,B2,supreme
farsa,18,noun,feminine,farsa,B2,farce
venían,18,verb,other,venir,B2,they came
calibre,18,noun,masculine,calibre,B2,caliber
demostración,18,noun,feminine,demostración,B2,demonstration
inesperado,18,adjective,masculine,inesperado,B2,unexpected
corrupción,18,noun,feminine,corrupción,B2,corruption
habré,18,verb,other,haber,B2,I will have
demente,18,adjective,feminine,demente,B2,demented
instintos,18,noun,masculine,instinto,B2,instincts
inmortal,18,adjective,other,inmortal,B2,immortal
accidentalmente,18,adverb,other,accidentalmente,B2,accidentally
insoportable,18,adjective,other,insoportable,B2,unbearable
encubierto,18,adjective,masculine,encubierto,B2,covert
aborto,18,noun,masculine,aborto,B2,abortion
honestidad,18,noun,feminine,honestidad,B2,honesty
culto,18,adjective,masculine,culto,B2,cultured
inestable,18,adjective,other,inestable,B2,unstable
marines,17,noun,masculine,marín,B2,marine
espeluznante,17,adjective,feminine,espeluznante,B2,hair-raising
contárselo,17,verb,other,contárselo,B2,to tell it to (someone)
necesitaría,17,verb,other,necesitar,B2,would need
follar,17,verb,other,follar,B2,to have sex
homicida,17,noun,masculine,homicida,B2,homicide
llegaría,17,verb,other,llegar,B2,I/we would arrive
teorías,17,noun,feminine,teoría,B2,theories
clásica,17,adjective,feminine,clásico,B2,classical
finanzas,17,noun,feminine,finanza,B2,finances
intelectual,17,adjective,masculine,intelectual,B2,intellectual
excepcional,17,adjective,feminine,excepcional,B2,exceptional
suicidarse,17,verb,other,suicidarse,B2,to commit suicide
expectativas,17,noun,feminine,expectativa,B2,expectation
cambiaría,17,verb,other,cambiar,B2,would change
chantaje,17,noun,masculine,chantaje,B2,blackmail
carajos,17,other,masculine,carajo,B2,damn
fijado,17,verb,other,fijar,B2,to fix
únicamente,17,adverb,other,únicamente,B2,only
constitución,17,noun,feminine,constitución,B2,constitution
todopoderoso,17,adjective,masculine,todopoderoso,B2,almighty
insistió,17,verb,other,insistir,B2,insisted
pertenecía,17,verb,other,pertenecer,B2,belong
parlamento,17,noun,masculine,parlamento,B2,parliament
terrorismo,17,noun,masculine,terrorismo,B2,terrorism
documental,17,adjective,masculine,documental,B2,documentary
intimidad,17,noun,feminine,intimidad,B2,intimacy
morfina,16,noun,feminine,morfina,B2,morphine
valía,16,noun,feminine,valía,B2,value
espléndido,16,adjective,masculine,espléndido,B2,splendid
probabilidad,16,noun,feminine,probabilidad,B2,probability
perdidas,16,noun,feminine,pérdida,B2,loss
peste,16,noun,feminine,peste,B2,plague
habiendo,16,verb,other,haber,B2,having
psicología,16,noun,feminine,psicología,B2,psychology
involucrados,16,adjective,masculine,involucrado,B2,involved
consiguieron,16,verb,other,conseguir,B2,they achieved
vitales,16,adjective,masculine,vital,B2,vital
paranoico,16,adjective,masculine,paranoico,B2,paranoid
letal,16,adjective,masculine,letal,B2,lethal
coña,15,noun,feminine,coña,B2,"vulgar term for female genitalia, also used as an exclamation"
manicomio,15,noun,masculine,manicomio,B2,asylum
desarrollado,15,adjective,masculine,desarrollado,B2,developed
esclava,15,noun,feminine,esclava,B2,slave
perpetua,14,adjective,feminine,perpetua,B2,perpetual
culpabilidad,14,noun,feminine,culpabilidad,B2,culpability
marqués,14,noun,masculine,marqués,B2,marquis
relevante,14,adjective,feminine,relevante,B2,relevant
decano,14,noun,masculine,decano,B2,dean
hipócrita,14,adjective,other,hipócrita,B2,hypocrite
histórico,14,adjective,masculine,histórico,B2,historic
colapso,14,noun,masculine,colapso,B2,collapse
corporación,14,noun,feminine,corporación,B2,corporation
fallecido,14,adjective,masculine,fallecido,B2,deceased
deberán,13,verb,other,deber,B2,must
obstante,13,other,other,obstante,B2,notwithstanding
narcóticos,13,noun,masculine,narcótico,B2,narcotics
supieran,12,verb,other,saber,B2,they knew
sensibilidad,12,noun,feminine,sensibilidad,B2,sensitivity
diciéndole,12,verb,other,decir,B2,telling
hallé,12,verb,other,hallar,B2,to find
recogido,12,adjective,masculine,recogido,B2,collected
sucediera,12,verb,other,suceder,B2,to happen
deliberadamente,12,adverb,other,deliberadamente,B2,deliberately
relacionados,12,adjective,masculine,relacionado,B2,related
anónimo,12,adjective,masculine,anónimo,B2,anonymous
violado,12,verb,other,violar,B2,to violate
psiquiátrico,12,adjective,masculine,psiquiátrico,B2,psychiatric
ejecutado,12,adjective,masculine,ejecutado,B2,executed
traigas,12,verb,other,traer,B2,to bring
intuición,12,noun,feminine,intuición,B2,intuition
erección,12,noun,feminine,erección,B2,erection
morales,12,adjective,feminine,moral,B2,moral
exilio,12,noun,masculine,exilio,B2,exile
buscándote,12,verb,other,buscar,B2,looking for you
buenísimo,11,adjective,masculine,buenísimo,B2,very good
catástrofe,11,noun,feminine,catástrofe,B2,catastrophe
epidemia,11,noun,feminine,epidemia,B2,epidemic
transformación,11,noun,feminine,transformación,B2,transformation
murciélago,11,noun,masculine,murciélago,B2,bat
dactilares,11,adjective,masculine,dactilar,B2,digital
atómica,11,adjective,feminine,atómico,B2,atomic
detenidos,11,noun,masculine,detenido,B2,detained persons
corregir,11,verb,other,corregir,B2,to correct
miserables,11,adjective,masculine,miserable,B2,miserable
atlántico,11,adjective,masculine,atlántico,B2,Atlantic
bancarrota,11,noun,feminine,bancarrota,B2,bankruptcy
privilegios,11,noun,masculine,privilegio,B2,privileges
abrid,11,other,other,abrir,B2,to open
hipótesis,11,noun,feminine,hipótesis,B2,hypothesis
redención,11,noun,feminine,redención,B2,redemption
antigüedades,11,noun,feminine,antigüedad,B2,antiquities
precauciones,11,noun,feminine,precaución,B2,precautions
apelación,11,noun,feminine,apelación,B2,appeal
audaz,11,adjective,masculine,audaz,B2,bold
apuñalado,11,adjective,masculine,apuñalado,B2,stabbed
metáfora,11,noun,feminine,metáfora,B2,metaphor
tensa,11,adjective,feminine,tenso,B2,tense
apasionado,11,adjective,masculine,apasionado,B2,passionate
rendimiento,11,noun,masculine,rendimiento,B2,performance
dígamelo,10,verb,other,decir,B2,tell it to me
preocuparía,10,verb,other,preocupar,B2,would worry
permanezca,10,verb,other,permanecer,B2,to remain
compensación,10,noun,feminine,compensación,B2,compensation
superintendente,10,noun,masculine,superintendente,B2,superintendent
agonía,10,noun,feminine,agonía,B2,agony
trajera,10,verb,other,traer,B2,to bring
acabaría,10,verb,other,acabar,B2,would finish
impecable,10,adjective,feminine,impecable,B2,impeccable
sanguínea,10,adjective,feminine,sanguínea,B2,sanguine
republicanos,10,noun,masculine,republicano,B2,republicans
automáticamente,10,adverb,other,automáticamente,B2,automatically
falsificación,9,noun,feminine,falsificación,B2,forgery
chelines,9,noun,masculine,chelin,B2,shilling
sanguíneo,9,adjective,masculine,sanguíneo,B2,sanguine
tiran,9,noun,masculine,tirano,B2,tyrant
psíquico,9,adjective,masculine,psíquico,B2,psychic
sultán,9,noun,masculine,sultán,B2,sultan
arrestos,9,noun,masculine,arresto,B2,arrest
extrañamente,9,adverb,other,extrañamente,B2,strangely
bribón,9,adjective,masculine,bribón,B2,rascal
anónimos,9,noun,masculine,anónimo,B2,anonymous
seáis,9,verb,other,ser,B2,you (plural) may be
destructor,9,noun,masculine,destructor,B2,destroyer
confesado,9,adjective,masculine,confesado,B2,confessed
vírgenes,9,noun,feminine,virgen,B2,virgins
convertiría,8,verb,other,convertir,B2,would convert
perdiera,8,verb,other,perder,B2,to lose
mismísimo,8,adjective,masculine,mismísimo,B2,very same
habria,8,verb,other,haber,B2,would have
escuchadme,8,verb,other,escuchar,B2,listen to me
tóxico,8,adjective,masculine,tóxico,B2,toxic
cómplices,8,noun,masculine,cómplice,B2,accomplice
gloriosa,8,adjective,feminine,glorioso,B2,glorious
parásitos,8,noun,masculine,parásito,B2,parasite
infinita,8,adjective,feminine,infinita,B2,infinite
prestigio,8,noun,masculine,prestigio,B2,prestige
primitivo,8,adjective,masculine,primitivo,B2,primitive
envenenamiento,8,noun,masculine,envenenamiento,B2,poisoning
cambiara,8,verb,other,cambiar,B2,to change
enormemente,8,adverb,other,enormemente,B2,enormously
vayáis,8,verb,other,ir,B2,"you go (plural, subjunctive)"
influencias,8,noun,feminine,influencia,B2,influences
plenamente,8,adverb,other,plenamente,B2,fully
búnker,8,noun,masculine,búnker,B2,bunker
malinterpretes,8,noun,masculine,malinterpretés,B2,misunderstandings
contártelo,8,verb,other,contárselo,B2,to tell it to you
neumonía,8,noun,feminine,neumonía,B2,pneumonia
desconectado,8,adjective,masculine,desconectado,B2,disconnected
impactante,8,adjective,feminine,impactante,B2,impactful
merodeando,8,verb,other,merodear,B2,loitering
extorsión,7,noun,feminine,extorsión,B2,extortion
paralelo,7,adjective,masculine,paralelo,B2,parallel
complot,7,noun,masculine,complot,B2,plot
expulsión,7,noun,feminine,expulsión,B2,expulsion
psiquiatría,7,noun,feminine,psiquiatría,B2,psychiatry
orgía,7,noun,feminine,orgía,B2,orgy
inmoral,7,adjective,other,inmoral,B2,immoral
sabotaje,7,noun,masculine,sabotaje,B2,sabotage
malditamente,7,adverb,other,malditamente,B2,damnedly
pésima,7,adjective,feminine,pésimo,B2,terrible
bárbaros,7,noun,masculine,bárbaro,B2,barbarians
retírense,7,verb,other,retirarse,B2,retire
escondía,7,verb,other,esconder,B2,was hiding
exquisito,7,adjective,masculine,exquisito,B2,exquisite
beneficencia,7,noun,feminine,beneficencia,B2,charity
retardado,7,adjective,masculine,retardado,B2,delayed
anhelo,7,noun,masculine,anhelo,B2,longing
paranoica,7,adjective,feminine,paranoico,B2,paranoid
quicio,7,noun,masculine,quicio,B2,hinge
genéticamente,7,adverb,other,genéticamente,B2,genetically
brutalidad,7,noun,feminine,brutalidad,B2,brutality
decisivo,7,adjective,masculine,decisivo,B2,decisive
calificado,7,adjective,masculine,calificado,B2,qualified
convicción,7,noun,feminine,convicción,B2,conviction
vih,7,noun,masculine,vih,B2,HIV
informados,7,adjective,masculine,informado,B2,informed
occidentales,7,adjective,masculine,occidental,B2,western
prométemelo,7,verb,other,prometer,B2,promise it to me
urgentemente,7,adverb,other,urgentemente,B2,urgently
trincheras,7,noun,feminine,trincheras,B2,trenches
deshecho,7,noun,masculine,deshecho,B2,waste
indemnización,7,noun,feminine,indemnización,B2,compensation
imperdonable,7,adjective,feminine,imperdonable,B2,unforgivable
sobresaliente,7,adjective,masculine,sobresaliente,B2,outstanding
juzgados,7,noun,masculine,juzgado,B2,courts
anticipo,7,noun,masculine,anticipo,B2,advance
dejenme,7,verb,other,dejarme,B2,let me
yanqui,7,adjective,other,yanqui,B2,Yankee
timo,7,noun,masculine,timo,B2,thymus
cuántica,6,adjective,feminine,cuántico,B2,quantum
biopsia,6,noun,feminine,biopsia,B2,biopsy
tremendamente,6,adverb,other,tremendamente,B2,tremendously
racismo,6,noun,masculine,racismo,B2,racism
retaguardia,6,noun,feminine,retaguardia,B2,rear guard
tóxicos,6,noun,masculine,tóxico,B2,toxic
israelí,6,adjective,other,israelí,B2,Israeli
venia,6,noun,feminine,venia,B2,permission
saturación,6,noun,feminine,saturación,B2,saturation
radicales,6,noun,masculine,radical,B2,radicals
intérprete,6,noun,masculine,intérprete,B2,interpreter
sofisticada,6,adjective,feminine,sofisticada,B2,sophisticated
estuvieses,6,verb,other,estar,B2,you (plural) were
olimpiadas,6,noun,feminine,olimpiada,B2,Olympics
denegado,6,adjective,masculine,denegado,B2,denied
incisión,6,noun,feminine,incisión,B2,incision
gótica,6,adjective,feminine,gótico,B2,Gothic
profesionalmente,6,adverb,other,profesionalmente,B2,professionally
horrores,6,noun,masculine,horrores,B2,horrors
anima,6,noun,feminine,ánima,B2,soul
exactas,6,adjective,feminine,exacta,B2,exact
auténticos,6,adjective,masculine,auténtico,B2,authentic
censura,6,noun,feminine,censura,B2,censorship
genuino,6,adjective,masculine,genuino,B2,genuine
abstinencia,6,noun,feminine,abstinencia,B2,abstinence
proxeneta,6,noun,masculine,proxeneta,B2,pimp
intelectuales,6,noun,masculine,intelectual,B2,intellectual
mezquino,6,adjective,masculine,mezquino,B2,mean
procurador,6,noun,masculine,procurador,B2,procurator
bufón,6,noun,masculine,bufón,B2,buffoon
contramaestre,6,noun,masculine,contramaestre,B2,foreman
vanguardia,6,noun,feminine,vanguardia,B2,vanguard
egoístas,6,adjective,other,egoísta,B2,selfish
nupcial,6,adjective,masculine,nupcial,B2,nuptial
híbrido,6,adjective,masculine,híbrido,B2,hybrid
mujeriego,6,adjective,masculine,mujeriego,B2,womanizer
aprovechando,6,verb,other,aprovechar,B2,taking advantage
erótico,6,adjective,masculine,erótico,B2,erotic
tardarán,6,verb,other,tardar,B2,to take (time)
homo,6,noun,masculine,homo,B2,man
descortés,6,adjective,masculine,descortés,B2,rude
sombrío,6,adjective,masculine,sombrío,B2,gloomy
sentenciado,6,adjective,masculine,sentenciado,B2,sentenced
discriminación,6,noun,feminine,discriminación,B2,discrimination
