word,frequency,type,gender,dictionaryForm,languageLevel,english
donde,1500,adverb,other,donde,A1,where
tus,1469,pronoun,other,tu,A1,your
nuevo,1459,adjective,masculine,nuevo,A1,new
cosa,1454,noun,feminine,cosa,A1,thing
hijo,1448,noun,masculine,hijo,A1,son
allí,1444,adverb,other,allí,A1,there
menos,1426,adverb,other,menos,A1,less
amigo,1397,noun,masculine,amigo,A1,friend
gran,1393,adjective,feminine,grande,A1,great
nuestro,1373,pronoun,other,nuestro,A1,our
mujer,1349,noun,feminine,mujer,A1,woman
mamá,1339,noun,feminine,mamá,A1,mom
luego,1329,adverb,other,luego,A1,later
papá,1315,noun,masculine,papá,A1,dad
días,1314,noun,masculine,día,A1,days
dice,1302,verb,other,decir,A1,to say
hoy,1299,adverb,other,hoy,A1,today
tres,1296,noun,other,tres,A1,three
buena,1288,adjective,feminine,bueno,A1,good
necesito,1285,verb,other,necesitar,A1,I need
haber,1241,verb,other,haber,A1,to have
parte,1238,noun,feminine,parte,A1,part
todas,1228,pronoun,feminine,todas,A1,all
buen,1215,adjective,masculine,bueno,A1,good
conmigo,1214,pronoun,other,conmigo,A1,with me
nombre,1202,noun,masculine,nombre,A1,name
mierda,1198,noun,feminine,mierda,A1,shit
nuestra,1197,pronoun,feminine,nuestra,A1,our
mal,1189,adverb,other,mal,A1,badly
debe,1180,verb,other,deber,A1,should
estas,1172,pronoun,feminine,esta,A1,these
mío,1146,pronoun,other,mío,A1,mine
toda,1145,adjective,feminine,toda,A1,all
cada,1133,adjective,other,cada,A1,each
visto,1119,verb,other,ver,A1,to see
contigo,1093,pronoun,other,contigo,A1,with you
tienen,1085,verb,other,tener,A1,they have
saber,1063,verb,other,saber,A1,to know
veces,1058,noun,feminine,vez,A1,times
ven,1046,verb,other,venir,A1,to come
tarde,1037,noun,feminine,tarde,A1,afternoon
hora,1026,noun,feminine,hora,A1,hour
amor,986,noun,masculine,amor,A1,love
entre,979,preposition,other,entre,A1,between
ve,970,verb,other,ver,A1,to see
familia,961,noun,feminine,familia,A1,family
estos,954,pronoun,other,este,A1,these
ustedes,942,pronoun,other,ustedes,A1,you (plural)
chica,936,noun,feminine,chica,A1,girl
esos,926,pronoun,other,eso,A1,that
chicos,919,noun,masculine,chico,A1,boys
haces,903,verb,other,hacer,A1,to do
salir,895,verb,other,salir,A1,to exit
unos,879,pronoun,masculine,uno,A1,some
veo,877,verb,other,ver,A1,I see
amigos,869,noun,masculine,amigo,A1,friends
hermano,863,noun,masculine,hermano,A1,brother
cabeza,844,noun,feminine,cabeza,A1,head
cariño,829,noun,masculine,cariño,A1,affection
van,827,verb,other,ir,A1,go
hombres,820,noun,masculine,hombre,A1,men
buenas,819,adjective,feminine,buena,A1,good
somos,818,verb,other,ser,A1,we are
forma,815,noun,feminine,forma,A1,form
mientras,813,other,other,mientras,A1,while
lado,806,noun,masculine,lado,A1,side
debo,805,verb,other,deber,A1,I must
primera,784,adjective,feminine,primera,A1,first
chico,784,noun,masculine,chico,A1,boy
adiós,777,other,masculine,adiós,A1,goodbye
muchas,773,adjective,feminine,mucha,A1,many
personas,767,noun,feminine,persona,A1,people
señora,767,noun,feminine,señora,A1,lady
esas,762,pronoun,feminine,esa,A1,those
camino,757,noun,masculine,camino,A1,path
durante,757,preposition,other,durante,A1,during
persona,740,noun,feminine,persona,A1,person
cuál,737,pronoun,other,cuál,A1,which
ayuda,736,noun,feminine,ayuda,A1,help
historia,735,noun,feminine,historia,A1,history
nueva,727,adjective,feminine,nuevo,A1,new
dentro,724,adverb,other,dentro,A1,inside
puerta,722,noun,feminine,puerta,A1,door
ves,719,verb,other,ver,A1,you see
pasar,712,verb,other,pasar,A1,to pass
primero,710,adjective,masculine,primero,A1,first
significa,707,verb,other,significar,A1,to mean
semana,706,noun,feminine,semana,A1,week
hacia,703,preposition,other,hacia,A1,towards
espero,700,verb,other,esperar,A1,I hope
año,697,noun,masculine,año,A1,year
niños,697,noun,masculine,niño,A1,children
pronto,693,adverb,other,pronto,A1,soon
tío,691,noun,masculine,tío,A1,uncle
ciudad,685,noun,feminine,ciudad,A1,city
feliz,679,adjective,other,feliz,A1,happy
venir,672,verb,other,venir,A1,to come
hija,672,noun,feminine,hija,A1,daughter
minutos,670,noun,masculine,minuto,A1,minutes
cuánto,666,pronoun,other,cuánto,A1,how much
os,664,pronoun,other,os,A1,"you (informal, plural in some regions)"
dejar,658,verb,other,dejar,A1,to leave
vi,648,verb,other,ver,A1,to see
da,644,verb,other,dar,A1,give
corazón,642,noun,masculine,corazón,A1,heart
miedo,641,noun,masculine,miedo,A1,fear
agua,636,noun,feminine,agua,A1,water
horas,632,noun,feminine,hora,A1,hours
buenos,622,adjective,masculine,bueno,A1,good
esposa,621,noun,feminine,esposa,A1,wife
manos,621,noun,feminine,mano,A1,hands
nuestros,616,pronoun,other,nuestro,A1,our
ojos,615,noun,masculine,ojo,A1,eyes
encontrar,611,verb,other,encontrar,A1,to find
mano,609,noun,feminine,mano,A1,hand
cinco,608,other,other,cinco,A1,five
niño,608,noun,masculine,niño,A1,boy
cara,605,noun,feminine,cara,A1,face
bajo,601,adjective,masculine,bajo,A1,short
cerca,598,adverb,other,cerca,A1,near
noches,592,noun,feminine,noche,A1,nights
fin,591,noun,masculine,fin,A1,end
tomar,590,verb,other,tomar,A1,to take
misma,584,adjective,feminine,mismo,A1,same
ningún,579,adjective,masculine,ningún,A1,none
punto,578,noun,masculine,punto,A1,point
cuándo,578,adverb,other,cuándo,A1,when
equipo,576,noun,masculine,equipo,A1,team
grande,573,adjective,other,grande,A1,big
necesita,572,verb,other,necesitar,A1,to need
llegar,571,verb,other,llegar,A1,to arrive
primer,563,adjective,masculine,primer,A1,first
coche,562,noun,masculine,coche,A1,car
hago,562,verb,other,hacer,A1,I do
clase,561,noun,feminine,clase,A1,class
cuatro,561,other,neuter,cuatro,A1,four
mas,559,adverb,other,más,A1,more
dices,558,verb,other,decir,A1,you say
pequeño,557,adjective,masculine,pequeño,A1,small
llama,556,noun,feminine,llama,A1,flame
toma,555,verb,other,tomar,A1,to take
allá,555,adverb,other,allá,A1,there
arriba,553,adverb,other,arriba,A1,up
tierra,552,noun,feminine,tierra,A1,earth
guerra,551,noun,feminine,guerra,A1,war
igual,547,adjective,other,igual,A1,equal
loco,541,adjective,masculine,loco,A1,crazy
sangre,540,noun,feminine,sangre,A1,blood
mujeres,538,noun,feminine,mujer,A1,women
fui,537,verb,other,ir,A1,I went
trabajar,537,verb,other,trabajar,A1,to work
juego,535,noun,masculine,juego,A1,game
cuerpo,532,noun,masculine,cuerpo,A1,body
e,522,other,other,y,A1,and
entrar,518,verb,other,entrar,A1,to enter
teléfono,514,noun,masculine,teléfono,A1,telephone
listo,512,adjective,masculine,listo,A1,ready
fiesta,512,noun,feminine,fiesta,A1,party
muchos,509,adjective,masculine,mucho,A1,many
auto,506,noun,masculine,auto,A1,car
dar,501,verb,other,dar,A1,to give
vivir,501,verb,other,vivir,A1,to live
hermana,499,noun,feminine,hermana,A1,sister
número,498,noun,masculine,número,A1,number
meses,498,noun,masculine,mes,A1,months
culpa,495,noun,feminine,culpa,A1,guilt
abajo,494,adverb,other,abajo,A1,down
escuela,490,noun,feminine,escuela,A1,school
habla,487,verb,other,hablar,A1,to speak
ello,485,pronoun,neuter,ello,A1,it
pregunta,484,noun,feminine,pregunta,A1,question
chicas,484,noun,feminine,chica,A1,girls
eran,483,verb,other,ser,A1,they were
unas,481,pronoun,feminine,una,A1,some
atrás,480,adverb,other,atrás,A1,back
malo,479,adjective,masculine,malo,A1,bad
sra.,478,other,feminine,Señora,A1,Mrs.
bebé,477,noun,masculine,bebé,A1,baby
segundo,477,adjective,masculine,segundo,A1,second
comida,474,noun,feminine,comida,A1,food
dame,471,verb,other,dar,A1,give
comer,468,verb,other,comer,A1,to eat
vino,467,noun,masculine,vino,A1,wine
lista,465,noun,feminine,lista,A1,list
necesitas,463,verb,other,necesitar,A1,to need
hijos,460,noun,masculine,hijo,A1,children
padres,459,noun,masculine,padre,A1,parents
habitación,458,noun,feminine,habitación,A1,room
tampoco,452,adverb,other,tampoco,A1,neither
par,443,noun,masculine,par,A1,pair
dr.,440,other,other,Doctor,A1,Doctor
simplemente,434,adverb,other,simplemente,A1,simply
esperar,428,verb,other,esperar,A1,to wait
lejos,428,adverb,other,lejos,A1,far
alto,424,adjective,masculine,alto,A1,tall
pequeña,423,adjective,feminine,pequeña,A1,small
seis,417,noun,other,seis,A1,six
palabra,414,noun,feminine,palabra,A1,word
oficina,409,noun,feminine,oficina,A1,office
matar,409,verb,other,matar,A1,to kill
iré,408,verb,other,ir,A1,I will go
cama,408,noun,feminine,cama,A1,bed
dio,404,verb,other,dar,A1,gave
luz,399,noun,feminine,luz,A1,light
ud.,398,pronoun,other,usted,A1,you (formal)
nuestras,397,pronoun,feminine,nuestra,A1,our
verte,396,verb,other,ver,A1,to see
dormir,395,verb,other,dormir,A1,to sleep
sitio,395,noun,masculine,sitio,A1,site
ayudar,394,verb,other,ayudar,A1,to help
di,392,verb,other,decir,A1,to say
marido,390,noun,masculine,marido,A1,husband
paz,389,noun,feminine,paz,A1,peace
dado,385,noun,masculine,dado,A1,die
cuanto,385,pronoun,other,cuánto,A1,how much
pueblo,381,noun,masculine,pueblo,A1,village
vivo,380,adjective,masculine,vivo,A1,alive
paso,378,noun,masculine,paso,A1,step
música,374,noun,feminine,música,A1,music
minuto,372,noun,masculine,minuto,A1,minute
anoche,372,adverb,other,anoche,A1,last night
llamar,372,verb,other,llamar,A1,to call
país,370,noun,masculine,país,A1,country
rey,367,noun,masculine,rey,A1,king
perdón,365,noun,masculine,perdón,A1,forgiveness
mucha,364,adjective,feminine,mucho,A1,much
niña,360,noun,feminine,niña,A1,girl
señorita,359,noun,feminine,señorita,A1,young lady
diez,359,noun,other,diez,A1,ten
otras,356,pronoun,feminine,otra,A1,other
llevar,354,verb,other,llevar,A1,to carry
fuego,354,noun,masculine,fuego,A1,fire
aqui,352,adverb,other,aquí,A1,here
poner,350,verb,other,poner,A1,to put
calle,350,noun,feminine,calle,A1,street
libro,348,noun,masculine,libro,A1,book
orden,348,noun,masculine,orden,A1,order
semanas,348,noun,feminine,semana,A1,weeks
café,345,noun,masculine,café,A1,coffee
duro,345,adjective,masculine,duro,A1,hard
afuera,343,adverb,other,afuera,A1,outside
perro,341,noun,masculine,perro,A1,dog
cielo,340,noun,masculine,cielo,A1,sky
detrás,338,adverb,other,detrás,A1,behind
cuarto,338,noun,masculine,cuarto,A1,room
querida,338,adjective,feminine,querida,A1,dear
preguntas,338,noun,feminine,pregunta,A1,questions
buscar,337,verb,other,buscar,A1,to search
cual,337,pronoun,other,cuál,A1,which
jugar,336,verb,other,jugar,A1,to play
película,335,noun,feminine,película,A1,movie
millones,334,noun,masculine,millón,A1,million
vemos,333,verb,other,ver,A1,we see
mala,331,adjective,feminine,malo,A1,bad
srta.,328,other,feminine,Señorita,A1,Miss
ropa,327,noun,feminine,ropa,A1,clothing
perder,326,verb,other,perder,A1,to lose
palabras,325,noun,feminine,palabra,A1,words
usar,320,verb,other,usar,A1,to use
modo,319,noun,masculine,modo,A1,way
ayer,319,adverb,other,ayer,A1,yesterday
sexo,310,noun,masculine,sexo,A1,sex
amiga,306,noun,feminine,amiga,A1,female friend
grupo,306,noun,masculine,grupo,A1,group
mensaje,303,noun,masculine,mensaje,A1,message
encima,303,adverb,other,encima,A1,on top
cambiar,299,verb,other,cambiar,A1,to change
siguiente,299,adjective,other,siguiente,A1,next
boca,295,noun,feminine,boca,A1,mouth
voz,290,noun,feminine,voz,A1,voice
baño,289,noun,masculine,baño,A1,bathroom
mil,288,other,other,mil,A1,thousand
novia,286,noun,feminine,novia,A1,girlfriend
haz,283,verb,other,hacer,A1,to do
ay,280,other,other,ay,A1,oh
dolor,277,noun,masculine,dolor,A1,pain
edad,277,noun,feminine,edad,A1,age
darle,276,verb,other,dar,A1,to give
pie,276,noun,masculine,pie,A1,foot
negro,276,adjective,masculine,negro,A1,black
ganar,276,verb,other,ganar,A1,to win
aire,275,noun,masculine,aire,A1,air
verlo,274,verb,other,ver,A1,to see
gusto,270,noun,masculine,gusto,A1,taste
tuyo,269,pronoun,other,tuyo,A1,yours
campo,268,noun,masculine,campo,A1,field
tras,267,preposition,other,tras,A1,behind
vosotros,265,pronoun,other,vosotros,A1,"you (plural, informal, used primarily in Spain)"
foto,264,noun,feminine,fotografía,A1,photo
pagar,263,verb,other,pagar,A1,to pay
llamo,262,verb,other,llamar,A1,to call
pelo,261,noun,masculine,pelo,A1,hair
cena,256,noun,feminine,cena,A1,dinner
ellas,253,pronoun,feminine,ella,A1,they (feminine)
caja,252,noun,feminine,caja,A1,box
bonito,252,adjective,masculine,bonito,A1,nice
asi,252,adverb,other,así,A1,thus
vive,251,verb,other,vivir,A1,live
vista,251,noun,feminine,vista,A1,view
línea,250,noun,feminine,línea,A1,line
dan,249,verb,other,dar,A1,to give
tienda,248,noun,feminine,tienda,A1,shop
comprar,248,verb,other,comprar,A1,to buy
centro,248,noun,masculine,centro,A1,center
mes,247,noun,masculine,mes,A1,month
sol,246,noun,masculine,sol,A1,sun
tonto,246,adjective,masculine,tonto,A1,foolish
hambre,246,noun,feminine,hambre,A1,hunger
mesa,245,noun,feminine,mesa,A1,table
carta,244,noun,feminine,carta,A1,letter
novio,242,noun,masculine,novio,A1,boyfriend
gustan,242,verb,other,gustar,A1,to please
traje,239,noun,masculine,traje,A1,suit
siete,239,noun,other,siete,A1,seven
barco,236,noun,masculine,barco,A1,boat
blanco,235,adjective,masculine,blanco,A1,white
muchacho,234,noun,masculine,muchacho,A1,boy
ley,233,noun,feminine,ley,A1,law
carrera,231,noun,feminine,carrera,A1,race
cumpleaños,230,noun,masculine,cumpleaños,A1,birthday
muchachos,230,noun,masculine,muchacho,A1,boys
culo,230,noun,masculine,culo,A1,butt
boda,229,noun,feminine,boda,A1,wedding
sala,228,noun,feminine,sala,A1,room
llevo,227,verb,other,llevar,A1,to carry
sal,226,noun,masculine,sal,A1,salt
entra,225,verb,other,entrar,A1,enter
escuchar,224,verb,other,escuchar,A1,to listen
abuela,224,noun,feminine,abuela,A1,grandmother
fotos,223,noun,feminine,foto,A1,photos
acá,222,adverb,other,acá,A1,here
silencio,220,noun,masculine,silencio,A1,silence
muerta,220,adjective,feminine,muerto,A1,dead
terminar,218,verb,other,terminar,A1,to finish
broma,218,noun,feminine,broma,A1,joke
cámara,216,noun,feminine,cámara,A1,camera
regalo,216,noun,masculine,regalo,A1,gift
dulce,215,adjective,masculine,dulce,A1,sweet
das,214,verb,other,dar,A1,give
navidad,214,noun,feminine,Navidad,A1,Christmas
ocho,214,noun,neuter,ocho,A1,eight
avión,213,noun,masculine,avión,A1,airplane
papel,212,noun,masculine,papel,A1,paper
ten,212,verb,other,tener,A1,to have
gracioso,212,adjective,masculine,gracioso,A1,funny
principio,212,noun,masculine,principio,A1,beginning
delante,210,adverb,other,delante,A1,in front
nave,208,noun,feminine,nave,A1,ship
sale,208,verb,other,salir,A1,to go out
basura,207,noun,feminine,basura,A1,trash
esposo,205,noun,masculine,esposo,A1,husband
tren,205,noun,masculine,tren,A1,train
dale,205,verb,other,dar,A1,to give
tuya,205,pronoun,feminine,tuya,A1,yours (feminine)
anda,204,verb,other,andar,A1,to walk
oro,203,noun,masculine,oro,A1,gold
baja,202,noun,feminine,baja,A1,low
derecha,201,noun,feminine,derecha,A1,right
pies,201,noun,masculine,pie,A1,feet
espacio,201,noun,masculine,espacio,A1,space
rato,201,noun,masculine,rato,A1,mouse
abuelo,200,noun,masculine,abuelo,A1,grandfather
mirando,200,verb,other,mirar,A1,looking
salud,200,noun,feminine,salud,A1,health
miren,200,verb,other,mirar,A1,to look
triste,200,adjective,masculine,triste,A1,sad
tipos,198,noun,masculine,tipo,A1,types
tía,198,noun,feminine,tía,A1,aunt
ante,197,preposition,other,ante,A1,before
iglesia,196,noun,feminine,iglesia,A1,church
doy,195,verb,other,dar,A1,I give
escena,195,noun,feminine,escena,A1,scene
piso,195,noun,masculine,piso,A1,floor
abre,194,verb,other,abrir,A1,to open
cerebro,194,noun,masculine,cerebro,A1,brain
pone,194,verb,other,poner,A1,put
pregunto,194,verb,other,preguntar,A1,I ask
cocina,193,noun,feminine,cocina,A1,kitchen
vestido,193,noun,feminine,vestido,A1,dress
caballo,192,noun,masculine,caballo,A1,horse
vidas,192,noun,feminine,vida,A1,lives
adentro,191,adverb,other,adentro,A1,inside
carne,191,noun,feminine,carne,A1,meat
departamento,190,noun,masculine,departamento,A1,department
mar,190,noun,masculine,mar,A1,sea
edificio,190,noun,masculine,edificio,A1,building
luna,189,noun,feminine,luna,A1,moon
frío,189,adjective,masculine,frío,A1,cold
hablo,188,verb,other,hablar,A1,I speak
baile,188,noun,masculine,baile,A1,dance
trabaja,188,verb,other,trabajar,A1,to work
izquierda,187,noun,feminine,izquierda,A1,left
beber,187,verb,other,beber,A1,to drink
llega,185,verb,other,llegar,A1,to arrive
mirar,185,verb,other,mirar,A1,to look
sacar,185,verb,other,sacar,A1,to take out
trae,184,verb,other,traer,A1,bring
linda,184,adjective,feminine,linda,A1,pretty
segundos,183,noun,masculine,segundo,A1,seconds
cerveza,183,noun,feminine,cerveza,A1,beer
cuántos,181,pronoun,other,cuántos,A1,how many
reina,181,noun,feminine,reina,A1,queen
tema,181,noun,masculine,tema,A1,theme
bonita,180,adjective,feminine,bonita,A1,pretty
caliente,180,adjective,other,caliente,A1,hot
cenar,179,verb,other,cenar,A1,to have dinner
compañero,178,noun,masculine,compañero,A1,companion
zona,177,noun,feminine,zona,A1,zone
irse,176,verb,other,irse,A1,to leave
perra,176,noun,feminine,perra,A1,bitch
norte,175,noun,masculine,norte,A1,north
vienes,174,verb,other,venir,A1,you come
té,173,noun,masculine,té,A1,tea
llave,172,noun,feminine,llave,A1,key
trasero,172,noun,masculine,trasero,A1,buttocks
espalda,171,noun,feminine,espalda,A1,back
ventana,170,noun,feminine,ventana,A1,window
ejemplo,169,noun,masculine,ejemplo,A1,example
lee,169,verb,other,leer,A1,read
calma,169,noun,feminine,calma,A1,calm
fondo,168,noun,masculine,fondo,A1,background
tí,167,pronoun,other,tú,A1,you
planeta,166,noun,masculine,planeta,A1,planet
verme,166,verb,other,ver,A1,to see
leer,164,verb,other,leer,A1,to read
parar,164,verb,other,parar,A1,to stop
lleno,164,adjective,masculine,lleno,A1,full
respeto,164,noun,masculine,respeto,A1,respect
debajo,163,adverb,other,debajo,A1,under
escribir,163,verb,other,escribir,A1,to write
alta,162,adjective,feminine,alto,A1,tall
pista,162,noun,feminine,pista,A1,track
estrella,162,noun,feminine,estrella,A1,star
enfermo,162,adjective,masculine,enfermo,A1,sick
sueños,161,noun,masculine,sueño,A1,dreams
miles,161,noun,feminine,milla,A1,thousand
darme,161,verb,other,dar,A1,to give me
ocupado,160,adjective,masculine,ocupado,A1,busy
corre,160,verb,other,correr,A1,to run
nivel,160,noun,masculine,nivel,A1,level
darte,159,verb,other,dar,A1,to give
salida,159,noun,feminine,salida,A1,exit
hermanos,159,noun,masculine,hermano,A1,brother
zapatos,159,noun,masculine,zapato,A1,shoes
nena,158,noun,feminine,nena,A1,girl
tratar,158,verb,other,tratar,A1,to try
bolsa,157,noun,feminine,bolsa,A1,bag
arte,157,noun,masculine,arte,A1,art
bailar,156,verb,other,bailar,A1,to dance
banda,156,noun,feminine,banda,A1,band
aprender,155,verb,other,aprender,A1,to learn
precio,155,noun,masculine,precio,A1,price
ganas,155,noun,feminine,ganas,A1,desire
libros,155,noun,masculine,libro,A1,books
ojo,155,noun,masculine,ojo,A1,eye
cielos,154,noun,masculine,cielo,A1,sky
azul,154,adjective,other,azul,A1,blue
reglas,153,noun,feminine,regla,A1,rules
obra,153,noun,feminine,obra,A1,work
río,152,noun,masculine,río,A1,river
bienvenido,152,adjective,masculine,bienvenido,A1,welcome
abrir,152,verb,other,abrir,A1,to open
tocar,152,verb,other,tocar,A1,to touch
contar,152,verb,other,contar,A1,to count
apartamento,151,noun,masculine,apartamento,A1,apartment
vea,151,verb,other,ver,A1,see
estados,151,noun,masculine,estado,A1,state
empieza,150,verb,other,empezar,A1,starts
llaman,149,verb,other,llamar,A1,to call
vuelvo,149,verb,other,volver,A1,I return
nueve,149,adjective,other,nueve,A1,nine
quedar,148,verb,other,quedar,A1,to stay
cartas,148,noun,feminine,carta,A1,letters
bomba,148,noun,feminine,bomba,A1,bomb
hacerle,147,verb,other,hacer,A1,to do/to make
nota,147,noun,feminine,nota,A1,note
humanos,146,noun,masculine,humano,A1,human
suyo,146,pronoun,other,suyo,A1,yours
rojo,145,adjective,masculine,rojo,A1,red
entrada,145,noun,feminine,entrada,A1,entry
doble,145,adjective,feminine,doble,A1,double
cuello,144,noun,masculine,cuello,A1,neck
tome,144,verb,other,tomar,A1,to take
animales,143,noun,masculine,animal,A1,animals
pareja,143,noun,feminine,pareja,A1,couple
verano,143,noun,masculine,verano,A1,summer
ama,143,verb,other,amar,A1,to love
mentira,143,noun,feminine,mentira,A1,lie
tarjeta,143,noun,feminine,tarjeta,A1,card
correr,142,verb,other,correr,A1,to run
usa,142,verb,other,usar,A1,use
flores,142,noun,feminine,flor,A1,flowers
dando,142,verb,other,dar,A1,giving
isla,141,noun,feminine,isla,A1,island
cierra,141,verb,other,cerrar,A1,to close
piel,141,noun,feminine,piel,A1,skin
larga,140,adjective,feminine,largo,A1,long
calor,139,noun,masculine,calor,A1,heat
luces,139,noun,feminine,luz,A1,lights
brazo,137,noun,masculine,brazo,A1,arm
llena,137,adjective,feminine,lleno,A1,full
escapar,136,verb,other,escapar,A1,to escape
señores,136,noun,masculine,señor,A1,gentlemen
piernas,136,noun,feminine,pierna,A1,legs
