word,frequency,type,gender,dictionaryForm,languageLevel,english
creer,457,verb,other,creer,A2,to believe
fueron,455,verb,other,ser,A2,were
dime,454,verb,other,decir,A2,tell me
buscando,452,verb,other,buscar,A2,searching
tuve,452,verb,other,tener,A2,I had
amo,449,noun,masculine,amo,A2,master
joven,448,adjective,masculine,joven,A2,young
sola,444,adjective,feminine,solo,A2,alone
hacen,442,verb,other,hacer,A2,to do
seguir,442,verb,other,seguir,A2,to follow
medio,434,adjective,masculine,medio,A2,half
saben,432,verb,other,saber,A2,to know
sentido,431,noun,masculine,sentido,A2,sense
segura,429,adjective,feminine,seguro,A2,secure
arma,427,noun,feminine,arma,A2,weapon
dólares,418,noun,masculine,dólar,A2,dollars
estaban,416,verb,other,estar,A2,they were
esperando,413,verb,other,esperar,A2,waiting
además,407,other,other,además,A2,besides
oído,406,noun,masculine,oído,A2,ear
recuerdo,402,noun,masculine,recuerdo,A2,memory
correcto,399,adjective,masculine,correcto,A2,correct
idiota,388,noun,masculine,idiota,A2,idiot
piensa,371,verb,other,pensar,A2,to think
falta,363,noun,feminine,falta,A2,lack
pienso,363,verb,other,pensar,A2,I think
perdido,362,adjective,masculine,perdido,A2,lost
lleva,359,verb,other,llevar,A2,to carry
grandes,358,adjective,masculine,grande,A2,big
hacemos,354,verb,other,hacer,A2,we do
tuvo,352,verb,other,tener,A2,had
acaba,349,verb,other,acabar,A2,to finish
prueba,349,noun,feminine,prueba,A2,test
mía,347,pronoun,feminine,mía,A2,mine
empezar,343,verb,other,empezar,A2,to begin
queremos,342,verb,other,querer,A2,we want
viaje,339,noun,masculine,viaje,A2,trip
piensas,337,verb,other,pensar,A2,you think
querido,337,adjective,masculine,querido,A2,dear
libre,337,adjective,other,libre,A2,free
cambio,336,noun,masculine,cambio,A2,change
llamada,334,noun,feminine,llamada,A2,call
resto,334,noun,masculine,resto,A2,rest
vuelve,325,verb,other,volver,A2,return
agente,325,noun,masculine,agente,A2,agent
información,325,noun,feminine,información,A2,information
raro,325,adjective,masculine,rara,A2,rare
hará,324,verb,other,hacer,A2,will do
entiendes,324,verb,other,entender,A2,understand
éste,323,pronoun,masculine,éste,A2,this one
perfecto,320,adjective,masculine,perfecto,A2,perfect
conoces,319,verb,other,conocer,A2,you know
noticias,316,noun,feminine,noticia,A2,news
odio,310,noun,masculine,odio,A2,hate
frente,310,noun,feminine,frente,A2,forehead
decirle,309,verb,other,decir,A2,to tell (someone)
divertido,308,adjective,masculine,divertido,A2,fun
armas,307,noun,feminine,arma,A2,arms
recuerdas,306,verb,other,recordar,A2,you remember
asunto,306,noun,masculine,asunto,A2,matter
acabo,306,verb,other,acabar,A2,to finish
diferente,303,adjective,other,diferente,A2,different
cállate,302,verb,other,callarse,A2,shut up
sino,298,other,other,sino,A2,but rather
médico,295,noun,masculine,médico,A2,doctor
largo,291,adjective,masculine,largo,A2,long
pena,290,noun,feminine,pena,A2,sorrow
futuro,289,noun,masculine,futuro,A2,future
secreto,289,noun,masculine,secreto,A2,secret
propia,286,adjective,feminine,propio,A2,own
sueño,286,noun,masculine,sueño,A2,dream
deben,283,verb,other,deber,A2,must
ambos,281,pronoun,other,ambos,A2,both
estuve,279,verb,other,estar,A2,I was
encontré,278,verb,other,encontrar,A2,I found
dile,277,verb,other,decir,A2,say to
encanta,277,verb,other,encantar,A2,to delight
lamento,274,noun,masculine,lamento,A2,lament
vio,274,verb,other,ver,A2,saw
adónde,274,adverb,other,adónde,A2,where to
disculpe,273,verb,other,disculpar,A2,excuse
cita,272,noun,feminine,cita,A2,appointment
sistema,271,noun,masculine,sistema,A2,system
pobre,270,adjective,masculine,pobre,A2,poor
negocio,270,noun,masculine,negocio,A2,business
mente,269,noun,feminine,mente,A2,mind
mire,268,verb,other,mirar,A2,to look
situación,267,noun,feminine,situación,A2,situation
funciona,265,verb,other,funcionar,A2,to function
loca,264,adjective,feminine,loca,A2,crazy
alrededor,264,adverb,other,alrededor,A2,around
próxima,263,adjective,feminine,próximo,A2,next
hablas,263,verb,other,hablar,A2,you speak
ésta,261,pronoun,feminine,ésta,A2,this (feminine)
recuerda,261,verb,other,recordar,A2,to remember
mitad,261,noun,feminine,mitad,A2,half
viste,259,verb,other,ver,A2,saw
llegó,259,verb,other,llegar,A2,arrived
compañía,259,noun,feminine,compañía,A2,company
relación,259,noun,feminine,relación,A2,relationship
conoce,258,verb,other,conocer,A2,to know
pase,257,noun,masculine,pase,A2,pass
montón,257,noun,masculine,montón,A2,mountain
accidente,255,noun,masculine,accidente,A2,accident
tranquilo,252,adjective,masculine,tranquilo,A2,calm
pudo,252,verb,other,poder,A2,could
caballeros,250,noun,masculine,caballero,A2,gentleman
haremos,249,verb,other,hacer,A2,we will do
quédate,249,verb,other,quedarse,A2,stay
respuesta,245,noun,feminine,respuesta,A2,answer
completamente,245,adverb,other,completamente,A2,completely
totalmente,243,adverb,other,totalmente,A2,totally
pude,241,verb,other,poder,A2,could
dirección,239,noun,feminine,dirección,A2,direction
placer,238,noun,masculine,placer,A2,pleasure
profesor,234,noun,masculine,profesor,A2,teacher
reunión,234,noun,feminine,reunión,A2,meeting
quisiera,232,verb,other,querer,A2,I would like
programa,231,noun,masculine,programa,A2,program
canción,230,noun,feminine,canción,A2,song
hermosa,229,adjective,feminine,hermosa,A2,beautiful
universidad,229,noun,feminine,universidad,A2,university
decisión,227,noun,feminine,decisión,A2,decision
espere,227,verb,other,esperar,A2,to wait
necesario,226,adjective,masculine,necesario,A2,necessary
prisa,225,noun,feminine,prisa,A2,hurry
carajo,225,noun,masculine,carajo,A2,damn
suelo,223,noun,masculine,suelo,A2,floor
cárcel,222,noun,feminine,cárcel,A2,prison
siéntate,222,verb,other,sentarse,A2,sit down
vámonos,220,verb,other,ir,A2,let's go
salió,218,verb,other,salir,A2,he/she/it went out
temo,218,verb,other,temer,A2,to fear
gobierno,217,noun,masculine,gobierno,A2,government
prometo,217,verb,other,prometer,A2,I promise
amable,215,adjective,feminine,amable,A2,kind
muertos,215,noun,masculine,muerto,A2,dead
acabó,213,verb,other,acabar,A2,he/she finished
partes,212,noun,feminine,parte,A2,parts
deseo,209,noun,masculine,deseo,A2,desire
contacto,206,noun,masculine,contacto,A2,contact
encontramos,205,verb,other,encontrar,A2,we find
hazlo,204,verb,other,hacer,A2,do it
disculpa,204,noun,feminine,disculpa,A2,apology
matrimonio,204,noun,masculine,matrimonio,A2,marriage
permiso,203,noun,masculine,permiso,A2,permission
encuentra,201,verb,other,encontrar,A2,to find
segunda,201,adjective,feminine,segundo,A2,second
esperaba,200,verb,other,esperar,A2,I waited
sorpresa,200,noun,feminine,sorpresa,A2,surprise
ninguno,200,pronoun,other,ninguno,A2,none
aun,200,adverb,other,aún,A2,yet
pensado,199,verb,other,pensar,A2,to think
maestro,199,noun,masculine,maestro,A2,teacher
infierno,199,noun,masculine,infierno,A2,hell
consejo,197,noun,masculine,consejo,A2,advice
hicimos,195,verb,other,hacer,A2,we did
señal,195,noun,feminine,señal,A2,signal
llamas,195,noun,feminine,llama,A2,llama
vieja,193,adjective,feminine,vieja,A2,old
vienen,192,verb,other,venir,A2,they come
corte,192,noun,masculine,corte,A2,cut
drogas,191,noun,feminine,droga,A2,drugs
enseguida,191,adverb,other,enseguida,A2,right away
busca,191,verb,other,buscar,A2,to search
agradable,191,adjective,feminine,agradable,A2,pleasant
lindo,190,adjective,masculine,lindo,A2,cute
duda,190,noun,feminine,duda,A2,doubt
conocer,190,verb,other,conocer,A2,to know
energía,189,noun,feminine,energía,A2,energy
misión,188,noun,feminine,misión,A2,mission
listos,188,adjective,masculine,listo,A2,ready
ayudarte,187,verb,other,ayudar,A2,to help you
finalmente,187,adverb,other,finalmente,A2,finally
puso,186,verb,other,poner,A2,put
regresar,185,verb,other,regresar,A2,to return
hermoso,184,adjective,masculine,hermoso,A2,beautiful
apenas,184,adverb,other,apenas,A2,barely
harás,183,verb,other,hacer,A2,you will do
hablamos,181,verb,other,hablar,A2,we speak
temprano,181,adjective,other,temprano,A2,early
porqué,181,other,other,porqué,A2,reason
veré,180,verb,other,ver,A2,I will see
salvar,180,verb,other,salvar,A2,to save
partido,180,noun,masculine,partido,A2,match
sargento,179,noun,masculine,sargento,A2,sergeant
llevó,178,verb,other,llevar,A2,to carry
banco,178,noun,masculine,banco,A2,bank
existe,178,verb,other,existir,A2,exists
destino,177,noun,masculine,destino,A2,destination
cliente,177,noun,masculine,cliente,A2,client
pelea,176,noun,feminine,pelea,A2,fight
viva,174,verb,other,vivir,A2,to live
necesitan,174,verb,other,necesitar,A2,to need
posición,172,noun,feminine,posición,A2,position
modos,170,noun,masculine,modo,A2,modes
diferencia,170,noun,feminine,diferencia,A2,difference
formas,170,noun,feminine,forma,A2,forms
pedir,170,verb,other,pedir,A2,to ask
escúchame,170,verb,other,escuchar,A2,listen to me
ése,169,pronoun,masculine,ése,A2,that one (masculine)
hogar,169,noun,masculine,hogar,A2,home
iremos,167,verb,other,ir,A2,we will go
regreso,165,noun,masculine,regreso,A2,return
seré,165,verb,other,ser,A2,I will be
tenían,164,verb,other,tener,A2,they had
estación,163,noun,feminine,estación,A2,station
duele,161,verb,other,doler,A2,it hurts
órdenes,161,noun,feminine,orden,A2,orders
sigues,160,verb,other,seguir,A2,you follow
hacerte,159,verb,other,hacer,A2,to make you
vistazo,158,noun,masculine,vistazo,A2,glance
próximo,157,adjective,masculine,próximo,A2,next
jugando,157,verb,other,jugar,A2,playing
llevas,156,verb,other,llevar,A2,you carry
alegra,156,verb,other,alegrar,A2,to cheer up
diablo,156,noun,masculine,diablo,A2,devil
sur,156,adjective,other,sur,A2,sour
santo,155,noun,masculine,santo,A2,saint
verla,155,verb,other,ver,A2,to see her
serán,155,verb,other,ser,A2,they will be
diferentes,154,adjective,other,diferente,A2,different
acción,153,noun,feminine,acción,A2,action
esperanza,153,noun,feminine,esperanza,A2,hope
teniendo,153,verb,other,tener,A2,having
informe,152,noun,masculine,informe,A2,report
tomó,151,verb,other,tomar,A2,took
empezó,150,verb,other,empezar,A2,started
perdona,149,verb,other,perdonar,A2,forgive
golpe,149,noun,masculine,golpe,A2,blow
quedarme,149,verb,other,quedarme,A2,to stay
estilo,149,noun,masculine,estilo,A2,style
guardia,148,noun,masculine,guardia,A2,guard
pistola,148,noun,feminine,pistola,A2,pistol
traer,148,verb,other,traer,A2,to bring
marcha,147,noun,feminine,marcha,A2,march
pareces,147,verb,other,parecer,A2,to seem
aquel,147,pronoun,other,aquel,A2,that
vuelo,147,noun,masculine,vuelo,A2,flight
estaremos,146,verb,other,estar,A2,we will be
repente,145,adverb,other,repente,A2,suddenly
bromeando,145,verb,other,bromear,A2,joking
irá,145,verb,other,ir,A2,will go
evitar,144,verb,other,evitar,A2,to avoid
máquina,144,noun,feminine,máquina,A2,machine
tiempos,144,noun,masculine,tiempo,A2,times
acaso,143,adverb,other,acaso,A2,perhaps
serás,143,verb,other,ser,A2,you will be
llegue,142,verb,other,llegar,A2,to arrive
intentar,142,verb,other,intentar,A2,to try
ayudarme,142,verb,other,ayudar,A2,to help me
vos,142,pronoun,other,vos,A2,you
opción,141,noun,feminine,opción,A2,option
enemigo,141,noun,masculine,enemigo,A2,enemy
dejo,141,verb,other,dejar,A2,to leave
jóvenes,141,noun,masculine,joven,A2,young people
pedido,140,noun,masculine,pedido,A2,order
entiende,140,verb,other,entender,A2,understand
nuevos,140,adjective,masculine,nuevo,A2,new
despierta,139,verb,other,despertar,A2,to wake up
pido,139,verb,other,pedir,A2,I ask
fuimos,139,verb,other,ir,A2,we went
batalla,138,noun,feminine,batalla,A2,battle
déjalo,138,verb,other,dejar,A2,leave it
intenta,138,verb,other,intentar,A2,try
bosque,136,noun,masculine,bosque,A2,forest
quedan,136,verb,other,quedar,A2,to remain
ganado,136,noun,masculine,ganado,A2,cattle
inocente,135,adjective,other,inocente,A2,innocent
pesar,135,verb,other,pesar,A2,to weigh
especialmente,133,adverb,other,especialmente,A2,especially
embarazada,133,adjective,feminine,embarazada,A2,pregnant
esperen,133,verb,other,esperar,A2,wait
estupendo,132,adjective,masculine,estupendo,A2,great
olvidado,132,adjective,masculine,olvidado,A2,forgotten
motivo,131,noun,masculine,motivo,A2,motive
suya,131,pronoun,feminine,suyo,A2,hers
noticia,130,noun,feminine,noticia,A2,news
clientes,129,noun,masculine,cliente,A2,clients
operación,129,noun,feminine,operación,A2,operation
empresa,129,noun,feminine,empresa,A2,company
ayúdame,129,verb,other,ayudar,A2,help me
laboratorio,129,noun,masculine,laboratorio,A2,laboratory
conversación,128,noun,feminine,conversación,A2,conversation
dejas,128,verb,other,dejar,A2,you leave
interesa,128,verb,other,interesar,A2,to interest
casado,127,adjective,masculine,casado,A2,married
muestra,127,noun,feminine,muestra,A2,sample
contrario,127,adjective,masculine,contrario,A2,opposite
soldado,127,noun,masculine,soldado,A2,soldier
subir,127,verb,other,subir,A2,to go up
turno,127,noun,masculine,turno,A2,shift
restaurante,126,noun,masculine,restaurante,A2,restaurant
cálmate,126,verb,other,calmarse,A2,calm down
caer,126,verb,other,caer,A2,to fall
llevaré,126,verb,other,llevar,A2,I will carry
prefiero,126,verb,other,preferir,A2,I prefer
viejos,125,noun,masculine,viejo,A2,old
solamente,125,adverb,other,solamente,A2,only
victoria,125,noun,feminine,victoria,A2,victory
héroe,124,noun,masculine,héroe,A2,hero
trago,124,noun,masculine,trago,A2,drink
encantado,123,adjective,masculine,encantado,A2,delighted
luchar,123,verb,other,luchar,A2,to fight
lucha,123,noun,feminine,lucha,A2,struggle
corriendo,122,verb,other,correr,A2,running
caballero,121,noun,masculine,caballero,A2,knight
hagamos,121,verb,other,hacer,A2,let's do
llegamos,121,verb,other,llegar,A2,we arrive
alguno,121,pronoun,masculine,alguno,A2,some
millón,121,noun,masculine,millón,A2,million
prensa,120,noun,feminine,prensa,A2,press
coger,119,verb,other,coger,A2,to take
proyecto,119,noun,masculine,proyecto,A2,project
perdió,118,verb,other,perder,A2,lost
sentado,118,adjective,masculine,sentado,A2,sitting
mírame,117,verb,other,mirar,A2,look at me
quedó,117,verb,other,quedar,A2,to stay
locos,117,noun,masculine,loco,A2,crazy (plural)
quedarte,117,verb,other,quedar,A2,to stay
pedí,116,verb,other,pedir,A2,I asked
príncipe,116,noun,masculine,príncipe,A2,prince
nervioso,116,adjective,masculine,nervioso,A2,nervous
sirve,116,verb,other,servir,A2,to serve
velocidad,115,noun,feminine,velocidad,A2,speed
huellas,115,noun,feminine,huella,A2,traces
oigan,114,verb,other,oír,A2,to hear
quienes,114,pronoun,other,quiénes,A2,who
emergencia,114,noun,feminine,emergencia,A2,emergency
perfecta,114,adjective,feminine,perfecta,A2,perfect
permite,113,verb,other,permitir,A2,to allow
roto,113,adjective,masculine,roto,A2,broken
conocerte,113,verb,other,conocer,A2,to meet you
perdone,112,verb,other,perdonar,A2,forgive
viento,112,noun,masculine,viento,A2,wind
mando,112,noun,masculine,mando,A2,command
historias,112,noun,feminine,historia,A2,stories
aquella,112,pronoun,feminine,aquella,A2,that (feminine)
tenéis,112,verb,other,tener,A2,you (plural) have
solos,112,adjective,masculine,solo,A2,alone
apoyo,112,noun,masculine,apoyo,A2,support
tiro,111,noun,masculine,tiro,A2,shot
época,111,noun,feminine,época,A2,epoch
datos,110,noun,masculine,dato,A2,data
espectáculo,110,noun,masculine,espectáculo,A2,show
sube,110,verb,other,subir,A2,to go up
acabas,110,verb,other,acabar,A2,you finish
verá,110,verb,other,ver,A2,will see
magia,110,noun,feminine,magia,A2,magic
nacional,110,adjective,other,nacional,A2,national
universo,110,noun,masculine,universo,A2,universe
llevaba,109,verb,other,llevar,A2,to carry
clases,109,noun,feminine,clase,A2,classes
estarán,109,verb,other,estar,A2,they will be
monstruo,109,noun,masculine,monstruo,A2,monster
paseo,108,noun,masculine,paseo,A2,walk
detalles,108,noun,masculine,detalle,A2,details
belleza,108,noun,feminine,belleza,A2,beauty
aceptar,107,verb,other,aceptar,A2,to accept
hechos,107,noun,masculine,hecho,A2,facts
tengan,107,verb,other,tener,A2,to have
carga,106,noun,feminine,carga,A2,load
diste,106,verb,other,dar,A2,you gave
puto,106,noun,masculine,puto,A2,male prostitute
lleve,106,verb,other,llevar,A2,to carry
uso,106,noun,masculine,uso,A2,use
oferta,106,noun,feminine,oferta,A2,offer
recibir,105,verb,other,recibir,A2,to receive
robar,105,verb,other,robar,A2,to steal
herida,105,noun,feminine,herida,A2,wound
ayude,105,verb,other,ayudar,A2,to help
oscuro,104,adjective,masculine,oscuro,A2,dark
casos,104,noun,masculine,caso,A2,cases
éramos,103,verb,other,ser,A2,we were
secretos,103,noun,masculine,secreto,A2,secrets
digamos,103,verb,other,decir,A2,let's say
compañeros,102,noun,masculine,compañero,A2,companions
llevan,102,verb,other,llevar,A2,to take
oscuridad,101,noun,feminine,oscuridad,A2,darkness
siga,101,verb,other,seguir,A2,to follow
comenzó,101,verb,other,comenzar,A2,began
regresa,101,verb,other,regresar,A2,to return
abierta,101,adjective,feminine,abierto,A2,open
gratis,100,adjective,other,gratis,A2,free
cuesta,100,noun,feminine,cuesta,A2,slope
ponte,100,verb,other,poner,A2,put on
medicina,100,noun,feminine,medicina,A2,medicine
acceso,100,noun,masculine,acceso,A2,access
necesidad,100,noun,feminine,necesidad,A2,need
dueño,100,noun,masculine,dueño,A2,owner
rayos,100,noun,masculine,rayo,A2,rays
tantas,100,adjective,feminine,tanto,A2,so many
fantasma,99,noun,masculine,fantasma,A2,ghost
varios,99,adjective,masculine,varios,A2,several
felicidad,99,noun,feminine,felicidad,A2,happiness
entró,98,verb,other,entrar,A2,entered
dormido,97,adjective,masculine,dormido,A2,asleep
lástima,97,noun,feminine,lástima,A2,pity
créeme,97,verb,other,creer,A2,believe me
búsqueda,97,noun,feminine,búsqueda,A2,search
recuerdos,97,noun,masculine,recuerdo,A2,memories
elegir,97,verb,other,elegir,A2,to choose
huele,97,verb,other,oler,A2,smell
almuerzo,97,noun,masculine,almuerzo,A2,lunch
tantos,96,adjective,masculine,tanto,A2,so many
pago,96,noun,masculine,pago,A2,payment
normalmente,96,adverb,other,normalmente,A2,normally
pasé,96,verb,other,pasar,A2,I passed
levántate,95,verb,other,levantarse,A2,get up
llamando,95,verb,other,llamar,A2,calling
cerrado,95,adjective,masculine,cerrado,A2,closed
enfermera,95,noun,feminine,enfermera,A2,nurse
olvidé,95,verb,other,olvidar,A2,I forgot
varias,95,adjective,feminine,varias,A2,several
escenario,95,noun,masculine,escenario,A2,stage
aspecto,94,noun,masculine,aspecto,A2,aspect
campamento,94,noun,masculine,campamento,A2,camp
matarme,94,verb,other,matar,A2,to kill (myself)
quiso,94,verb,other,querer,A2,wanted
débil,93,adjective,masculine,débil,A2,weak
resultados,93,noun,masculine,resultado,A2,results
deber,92,verb,other,deber,A2,to must
gustó,92,verb,other,gustar,A2,to please
oyes,92,verb,other,oír,A2,you hear
periódico,92,noun,masculine,periódico,A2,newspaper
piensan,92,verb,other,pensar,A2,they think
crear,92,verb,other,crear,A2,to create
explicar,92,verb,other,explicar,A2,to explain
maté,92,noun,masculine,maté,A2,mate
continuar,91,verb,other,continuar,A2,to continue
funcionar,91,verb,other,funcionar,A2,to function
acto,91,noun,masculine,acto,A2,act
llevará,91,verb,other,llevar,A2,to carry
premio,91,noun,masculine,premio,A2,prize
agentes,90,noun,masculine,agente,A2,agents
disculpas,90,noun,feminine,disculpa,A2,apologies
asustado,90,adjective,masculine,asustado,A2,scared
genio,90,noun,masculine,genio,A2,genius
creemos,90,verb,other,creer,A2,we believe
examen,90,noun,masculine,examen,A2,exam
deprisa,90,adverb,other,deprisa,A2,quickly
disparar,90,verb,other,disparar,A2,to shoot
entrenador,90,noun,masculine,entrenador,A2,coach
entero,89,adjective,masculine,entero,A2,whole
pones,89,verb,other,poner,A2,you put
modelo,89,noun,masculine,modelo,A2,model
talento,89,noun,masculine,talento,A2,talent
haberme,89,verb,other,haber,A2,to have
dejen,88,verb,other,dejar,A2,to leave
maravillosa,88,adjective,feminine,maravillosa,A2,wonderful
invitado,88,noun,masculine,invitado,A2,guest
pacientes,88,noun,masculine,paciente,A2,patient
aeropuerto,88,noun,masculine,aeropuerto,A2,airport
volviendo,88,verb,other,volver,A2,returning
coge,88,verb,other,coger,A2,to take
tendrán,87,verb,other,tener,A2,they will have
disparo,87,noun,masculine,disparo,A2,shot
encuentras,87,verb,other,encontrar,A2,you find
sienta,87,verb,other,sentar,A2,to sit
gracia,87,noun,feminine,gracia,A2,grace
doctora,87,noun,feminine,doctora,A2,doctor
escuchen,87,verb,other,escuchar,A2,listen
temporada,87,noun,feminine,temporada,A2,season
francés,87,adjective,masculine,francés,A2,French
médicos,86,noun,masculine,médico,A2,doctors
contó,86,verb,other,contar,A2,told
comprendo,86,verb,other,comprender,A2,I understand
idiotas,86,noun,masculine,idiota,A2,idiots
enemigos,86,noun,masculine,enemigo,A2,enemies
preocupada,86,adjective,feminine,preocupada,A2,worried
truco,85,noun,masculine,truco,A2,trick
pide,85,verb,other,pedir,A2,to ask for
irás,85,verb,other,ir,A2,you will go
empezando,84,verb,other,empezar,A2,starting
viniste,84,verb,other,venir,A2,you came
contado,84,verb,other,contar,A2,to count
pedazo,84,noun,masculine,pedazo,A2,piece
ciencia,84,noun,feminine,ciencia,A2,science
conexión,84,noun,feminine,conexión,A2,connection
firma,83,noun,feminine,firma,A2,signature
vimos,83,verb,other,ver,A2,we saw
casarse,83,verb,other,casarse,A2,to marry
tercer,83,adjective,masculine,tercero,A2,third
tomaré,83,verb,other,tomar,A2,I will take
cámaras,83,noun,feminine,cámara,A2,cameras
llego,83,verb,other,llegar,A2,I arrive
americano,82,adjective,masculine,americano,A2,American
diversión,82,noun,feminine,diversión,A2,fun
disco,82,noun,masculine,disco,A2,disc
precioso,82,adjective,masculine,precioso,A2,precious
tenia,82,verb,other,tener,A2,had
entera,82,adjective,feminine,entero,A2,whole
completa,81,adjective,feminine,completo,A2,complete
antigua,81,adjective,feminine,antiguo,A2,old
favorito,81,adjective,masculine,favorito,A2,favorite
guste,81,verb,other,gustar,A2,to please
termine,81,verb,other,terminar,A2,to finish
entrevista,81,noun,feminine,entrevista,A2,interview
quieto,81,adjective,masculine,quieto,A2,still
falso,80,adjective,masculine,falso,A2,false
destruir,80,verb,other,destruir,A2,to destroy
cargos,80,noun,masculine,cargo,A2,charges
mentiras,80,noun,feminine,mentira,A2,lies
felicidades,80,noun,feminine,felicidad,A2,congratulations
camioneta,80,noun,feminine,camioneta,A2,pickup truck
tumba,80,noun,feminine,tumba,A2,tomb
seguimos,80,verb,other,seguir,A2,we follow
responder,80,verb,other,responder,A2,to respond
felicitaciones,79,noun,feminine,felicitación,A2,congratulations
conocen,79,verb,other,conocer,A2,to know
solución,79,noun,feminine,solución,A2,solution
dirá,79,verb,other,decir,A2,will say
condiciones,79,noun,feminine,condición,A2,conditions
dudo,79,verb,other,dudar,A2,to doubt
escucho,79,verb,other,escuchar,A2,I listen
acciones,78,noun,feminine,acción,A2,actions
empezamos,78,verb,other,empezar,A2,we start
errores,78,noun,masculine,error,A2,errors
siglo,78,noun,masculine,siglo,A2,century
acabamos,78,verb,other,acabar,A2,we finish
fortuna,78,noun,feminine,fortuna,A2,fortune
archivos,78,noun,masculine,archivo,A2,files
quedas,77,verb,other,quedar,A2,to remain/to stay
oficiales,77,noun,masculine,oficial,A2,officials
aventura,77,noun,feminine,aventura,A2,adventure
comunidad,77,noun,feminine,comunidad,A2,community
esperamos,77,verb,other,esperar,A2,we hope
disparó,77,verb,other,disparar,A2,shot
rara,77,adjective,feminine,raro,A2,rare
alegría,77,noun,feminine,alegría,A2,joy
