word,frequency,type,gender,dictionaryForm,languageLevel,english
marie,50,proper-noun,feminine,Marie,other,Marie
katie,50,proper-noun,feminine,Katie,A1,Katie
parker,50,proper-noun,other,Parker,other,Parker
nathan,50,proper-noun,other,Nathan,A1,Nathan
áfrica,50,proper-noun,other,África,A1,Africa
japón,50,proper-noun,masculine,Japón,A1,Japan
wilson,49,proper-noun,other,Wilson,other,Wilson
frankie,49,proper-noun,other,Frankie,A1,Frankie
españa,49,proper-noun,feminine,España,A1,Spain
lewis,49,proper-noun,other,Lewis,A1,Lewis
chloe,49,proper-noun,feminine,Chloe,A1,Chloe
vincent,48,proper-noun,other,Vincent,A1,Vincent
justin,48,proper-noun,other,Justin,A1,Justin
jordan,48,proper-noun,other,Jordán,A1,Jordan
doug,48,proper-noun,other,Doug,other,Doug
ee.uu.,48,proper-noun,other,Estados Unidos,A1,United States
boston,47,proper-noun,other,Boston,A1,Boston
cooper,47,proper-noun,other,Cooper,other,Cooper
jeremy,47,proper-noun,other,Jeremy,A1,Jeremy
carol,47,proper-noun,feminine,Carol,other,Carol
rebecca,46,proper-noun,feminine,Rebeca,A1,Rebecca
jessica,46,proper-noun,feminine,Jessica,A1,Jessica
miller,46,proper-noun,masculine,Miller,other,miller
davis,45,proper-noun,other,Davis,other,Davis
russell,45,proper-noun,other,Russell,other,Russell
kenny,45,proper-noun,other,Kenny,A1,Kenny
holmes,45,proper-noun,other,Holmes,A2,Holmes
hannah,44,proper-noun,feminine,Hannah,other,Hannah
marcus,44,proper-noun,masculine,Marcus,A1,Marcus
albert,44,proper-noun,masculine,Albert,A1,Albert
toby,44,proper-noun,other,Toby,A1,Toby
harvey,44,proper-noun,other,Harvey,A1,Harvey
ios,43,proper-noun,other,iOS,other,iOS
randy,43,proper-noun,other,Randy,other,Randy
blake,43,proper-noun,other,Blake,other,Blake
catherine,43,proper-noun,feminine,Catherine,A1,Catherine
margaret,43,proper-noun,feminine,margarita,A1,margarita
ian,43,proper-noun,masculine,Ian,A1,Ian
sophie,43,proper-noun,feminine,Sophie,other,Sophie
derek,43,proper-noun,other,Derek,A1,Derek
casey,43,proper-noun,other,Casey,other,Casey
wayne,42,proper-noun,other,Wayne,A1,Wayne
brad,42,proper-noun,other,Brad,A1,Brad
steven,42,proper-noun,other,Steven,A1,Steven
elena,42,proper-noun,feminine,Elena,A1,Elena
stephen,42,proper-noun,other,Stephen,other,Stephen
olivia,42,proper-noun,feminine,Olivia,A1,Olivia
nancy,42,proper-noun,feminine,Nancy,A1,Nancy
jess,42,proper-noun,other,Jess,A1,Jess
lou,42,proper-noun,other,Lou,other,Lou
beth,42,proper-noun,other,Beth,A1,Beth
oscar,42,proper-noun,masculine,Óscar,A1,Oscar
alicia,41,proper-noun,feminine,Alicia,A1,Alice
edward,41,proper-noun,masculine,Edward,A1,Edward
pedro,41,proper-noun,masculine,Pedro,A1,Peter
lois,41,proper-noun,other,Lois,other,Lois
michelle,41,proper-noun,feminine,Michelle,A1,Michelle
florida,41,proper-noun,feminine,Florida,A1,Florida
brandon,41,proper-noun,other,Brandon,A1,Brandon
ethan,40,proper-noun,other,Ethan,A1,Ethan
miami,40,proper-noun,other,Miami,A1,Miami
shawn,40,proper-noun,other,Shawn,A1,Shawn
ellen,40,proper-noun,other,Ellen,A1,Ellen
victor,39,proper-noun,masculine,Víctor,A1,Victor
keith,39,proper-noun,other,Keith,A1,Keith
martha,39,proper-noun,feminine,Martha,A1,Martha
ana,39,proper-noun,feminine,Ana,A1,Ana
jesucristo,39,proper-noun,masculine,Jesucristo,A1,Jesus Christ
caroline,39,proper-noun,feminine,Caroline,A1,Caroline
jacob,39,proper-noun,other,Jacob,A1,Jacob
marshall,39,proper-noun,other,Marshall,other,Marshall
liz,39,proper-noun,feminine,Liz,other,Liz
joseph,39,proper-noun,masculine,José,A1,Joseph
mickey,39,proper-noun,other,Mickey,A1,Mickey
jennifer,38,proper-noun,feminine,Jennifer,A1,Jennifer
angela,38,proper-noun,feminine,Ángela,A1,Angela
owen,38,proper-noun,other,Owen,A1,Owen
dennis,38,proper-noun,other,Dennis,A1,Dennis
berlín,37,proper-noun,other,Berlín,A1,Berlin
spencer,37,proper-noun,other,Spencer,A1,Spencer
ruth,37,proper-noun,feminine,Ruth,other,Ruth
malcolm,37,proper-noun,other,Malcolm,A1,Malcolm
abril,37,proper-noun,masculine,Abril,A1,April
williams,37,proper-noun,other,William,other,Williams
virginia,37,proper-noun,feminine,Virginia,other,Virginia
holly,37,proper-noun,feminine,Holly,other,Holly
jonathan,37,proper-noun,other,Jonathan,A1,Jonathan
matthew,36,proper-noun,other,Matthew,A1,Matthew
willie,36,proper-noun,other,Willie,other,Willie
quinn,36,proper-noun,other,Quinn,other,Quinn
paris,36,proper-noun,other,París,A1,Paris
louise,36,proper-noun,feminine,Louise,other,Louise
carrie,36,proper-noun,other,Carrie,A1,Carrie
ali,36,proper-noun,other,Ali,A1,Ali
zoe,36,proper-noun,feminine,Zoe,A1,Zoe
josé,36,proper-noun,masculine,José,A1,Joseph
harold,36,proper-noun,other,Harold,A1,Harold
elliot,36,proper-noun,other,Elliot,A1,Elliot
ashley,36,proper-noun,feminine,Ashley,A1,Ashley
francis,36,proper-noun,other,Francis,other,Francis
ken,35,proper-noun,other,Ken,other,Ken
shane,35,proper-noun,other,Shane,A1,Shane
diane,35,proper-noun,feminine,Diana,other,Diane
césar,35,proper-noun,masculine,César,A1,César
neil,35,proper-noun,other,Neil,other,Neil
watson,35,proper-noun,other,Watson,other,Watson
natalie,35,proper-noun,feminine,Natalie,A1,Natalie
diego,35,proper-noun,masculine,Diego,A1,Diego
harris,35,proper-noun,other,Harris,other,Harris
anthony,34,proper-noun,masculine,Antonio,A1,Anthony
gibbs,34,proper-noun,other,Gibbs,other,Gibbs
stanley,34,proper-noun,other,Stanley,A1,Stanley
janet,34,proper-noun,feminine,Janet,A1,Janet
miguel,34,proper-noun,masculine,Miguel,A1,Michael
christine,34,proper-noun,feminine,Christine,A1,Christine
karl,34,proper-noun,other,Karl,other,Karl
pablo,34,proper-noun,other,Pablo,A1,Paul
norman,34,proper-noun,other,Norman,A1,Norman
lincoln,34,proper-noun,other,Lincoln,A1,Lincoln
connor,34,proper-noun,other,Connor,A1,Connor
julian,34,proper-noun,masculine,Julián,A1,Julian
marte,33,proper-noun,masculine,Marte,A1,Mars
liam,33,proper-noun,masculine,Liam,other,Liam
junior,33,proper-noun,masculine,Junior,A2,junior
travis,33,proper-noun,other,Travis,other,Travis
joan,33,proper-noun,other,Joan,A1,Joan
raymond,33,proper-noun,other,Raymond,other,Raymond
riley,33,proper-noun,other,Riley,other,Riley
moscú,33,proper-noun,other,Moscú,A1,Moscow
luis,33,proper-noun,masculine,Luis,A1,Luis
wendy,33,proper-noun,feminine,Wendy,A1,Wendy
maria,33,proper-noun,feminine,María,A1,Mary
audrey,33,proper-noun,feminine,Audrey,other,Audrey
leonard,33,proper-noun,other,Leonard,A1,Leonard
canadá,32,proper-noun,other,Canadá,A1,Canada
tracy,32,proper-noun,other,Tracy,A1,Tracy
evan,32,proper-noun,other,Evan,A1,Evan
seth,32,proper-noun,other,Seth,other,Seth
logan,32,proper-noun,other,Logan,A1,Logan
gabriel,32,proper-noun,masculine,Gabriel,other,Gabriel
rita,32,proper-noun,feminine,Rita,A1,Rita
colin,32,proper-noun,other,Colin,other,Colin
vietnam,32,proper-noun,other,Vietnam,A1,Vietnam
batman,32,proper-noun,other,Batman,A1,Batman
ralph,32,proper-noun,other,Ralph,A1,Ralph
allison,32,proper-noun,other,Allison,other,Allison
estadounidenses,32,proper-noun,masculine,estadounidense,A2,United States citizen
bart,32,proper-noun,other,Bart,other,Bart
kong,31,proper-noun,other,Kong,other,Kong
ford,31,proper-noun,other,Ford,A1,Ford
sammy,31,proper-noun,other,Sammy,A1,Sammy
craig,31,proper-noun,other,Craig,other,Craig
warren,31,proper-noun,other,Warren,other,Warren
maya,31,proper-noun,feminine,Maya,A1,Maya
nelson,31,proper-noun,other,Nelson,A1,Nelson
paige,31,proper-noun,feminine,Paige,other,Paige
sra,31,proper-noun,feminine,Señora,A1,Mrs.
isabel,31,proper-noun,feminine,Isabel,A1,Isabel
lauren,31,proper-noun,feminine,lauren,other,lauren
corea,31,proper-noun,feminine,Corea,A1,Korea
kurt,31,proper-noun,other,Kurt,other,Kurt
adrian,31,proper-noun,masculine,Adrián,A1,Adrian
kent,30,proper-noun,other,Kent,other,Kent
marzo,30,proper-noun,masculine,Marzo,A1,March
aaron,30,proper-noun,masculine,Aaron,A1,Aaron
duncan,30,proper-noun,other,Duncan,other,Duncan
eli,30,proper-noun,other,Eli,A1,Eli
jenna,30,proper-noun,feminine,Jenna,A1,Jenna
nicole,30,proper-noun,feminine,Nicole,A1,Nicole
heather,30,proper-noun,feminine,Heather,other,heather
mitchell,30,proper-noun,other,Mitchell,other,Mitchell
ronnie,30,proper-noun,other,Ronnie,other,Ronnie
debbie,30,proper-noun,feminine,Debbie,A1,Debbie
harper,30,proper-noun,other,Harper,other,Harper
mitch,30,proper-noun,other,Mitch,other,Mitch
bonnie,29,proper-noun,feminine,Bonnie,other,Bonnie
graham,29,proper-noun,other,Graham,A1,Graham
megan,29,proper-noun,feminine,Megan,A1,Megan
barney,29,proper-noun,other,Barney,A1,Barney
pierre,29,proper-noun,masculine,Pierre,other,Peter
leslie,29,proper-noun,other,Leslie,A1,Leslie
barbara,29,proper-noun,feminine,Bárbara,A1,Barbara
murphy,29,proper-noun,other,Murphy,other,Murphy
nora,29,proper-noun,feminine,Nora,other,Nora
gina,28,proper-noun,feminine,Gina,other,Gina
brenda,28,proper-noun,feminine,Brenda,A1,Brenda
superman,28,proper-noun,other,Superman,A1,Superman
philip,28,proper-noun,masculine,Philip,other,Philip
collins,28,proper-noun,other,Collins,A1,Collins
phoebe,28,proper-noun,other,Phoebe,other,Phoebe
jules,28,proper-noun,other,Jules,other,Jules
ellie,28,proper-noun,feminine,Ellie,other,Ellie
jen,28,proper-noun,other,Jen,other,Jen
israel,28,proper-noun,other,Israel,A1,Israel
walt,28,proper-noun,other,Walt,A1,Walt
carla,28,proper-noun,feminine,Carla,other,Carla
jill,28,proper-noun,feminine,Jill,A1,Jill
dana,28,proper-noun,feminine,Dana,other,Dana
stuart,28,proper-noun,other,Stuart,A1,Stuart
paula,28,proper-noun,feminine,Paula,A1,Paula
noel,28,proper-noun,masculine,Noel,other,Noel
allen,27,proper-noun,other,Allen,other,Allen
teresa,27,proper-noun,feminine,Teresa,A1,Teresa
australia,27,proper-noun,other,Australia,A1,Australia
april,27,proper-noun,other,abril,A1,April
christopher,27,proper-noun,other,Cristóbal,A1,Christopher
bruno,27,proper-noun,masculine,Bruno,A1,Bruno
mario,27,proper-noun,masculine,Mario,A1,Mario
vic,27,proper-noun,other,Vic,other,Vic
manhattan,27,proper-noun,other,Manhattan,A1,Manhattan
kennedy,27,proper-noun,other,Kennedy,A1,Kennedy
brooklyn,27,proper-noun,other,Brooklyn,A1,Brooklyn
lawrence,27,proper-noun,other,Lawrence,A1,Lawrence
andrea,27,proper-noun,feminine,Andrea,A1,Andrea
curtis,26,proper-noun,other,Curtis,other,Curtis
benny,26,proper-noun,other,Benny,A1,Benny
tokio,26,proper-noun,other,Tokio,A1,Tokyo
vanessa,26,proper-noun,feminine,Vanessa,other,Vanessa
franklin,26,proper-noun,other,Franklin,A1,Franklin
donald,26,proper-noun,other,Donald,A1,Donald
turner,26,proper-noun,other,Turner,other,Turner
simpson,26,proper-noun,other,Simpson,A1,Simpson
anderson,26,proper-noun,other,Anderson,A1,Anderson
samantha,26,proper-noun,feminine,Samantha,A1,Samantha
denise,26,proper-noun,feminine,Denise,A1,Denise
brasil,26,proper-noun,other,Brasil,A1,Brazil
freddie,26,proper-noun,other,Freddie,A1,Freddie
connie,26,proper-noun,feminine,Connie,other,Connie
cindy,25,proper-noun,feminine,Cindy,A1,Cindy
nazis,25,proper-noun,other,nazi,other,Nazi
cameron,25,proper-noun,other,Cameron,A1,Cameron
sydney,25,proper-noun,other,Sydney,A1,Sydney
rory,25,proper-noun,other,Rory,other,Rory
trevor,25,proper-noun,other,Trevor,A1,Trevor
melissa,25,proper-noun,feminine,Melissa,A1,Melissa
judy,25,proper-noun,feminine,Judy,other,Judy
seattle,24,proper-noun,other,Seattle,A1,Seattle
neal,24,proper-noun,other,Neal,other,Neal
christian,24,proper-noun,other,Cristiano,A1,Christian
troy,24,proper-noun,other,Troy,A2,Troy
bailey,24,proper-noun,other,Bailey,other,Bailey
sandra,24,proper-noun,feminine,Sandra,other,Sandra
katherine,24,proper-noun,feminine,Katherine,A1,Katherine
nicky,24,proper-noun,other,Nicky,other,Nicky
alison,24,proper-noun,feminine,Alison,other,Alison
jan,24,proper-noun,other,Jan,other,Jan
zach,24,proper-noun,other,Zach,A1,Zach
cleveland,24,proper-noun,other,Cleveland,A1,Cleveland
brooke,24,proper-noun,other,Brooke,other,Brooke
drake,24,proper-noun,masculine,Drake,other,Drake
kirk,24,proper-noun,other,Kirk,other,Kirk
claudia,24,proper-noun,feminine,Claudia,A1,Claudia
carmen,24,proper-noun,feminine,Carmen,A1,Carmen
madison,24,proper-noun,feminine,Madison,A1,Madison
freddy,24,proper-noun,other,Freddy,A1,Freddy
harrison,24,proper-noun,other,Harrison,A1,Harrison
sheila,24,proper-noun,feminine,Sheila,other,Sheila
stella,24,proper-noun,feminine,Stella,other,star
mick,24,proper-noun,other,Mick,other,Mick
naomi,24,proper-noun,feminine,Naomi,A1,Naomi
egipto,24,proper-noun,other,Egipto,A1,Egypt
zack,23,proper-noun,other,Zack,A1,Zack
víctor,23,proper-noun,masculine,Víctor,A1,Victor
jon,23,proper-noun,other,Jon,other,Jon
dawson,23,proper-noun,other,Dawson,other,Dawson
alexander,23,proper-noun,other,Alexander,A1,Alexander
suiza,23,proper-noun,feminine,Suiza,A1,Switzerland
lloyd,23,proper-noun,other,Lloyd,other,Lloyd
adams,23,proper-noun,other,Adán,A1,Adam
irene,23,proper-noun,feminine,Irene,A1,Irene
becky,23,proper-noun,feminine,Becky,A1,Becky
harvard,23,proper-noun,other,Harvard,A1,Harvard
rosie,23,proper-noun,feminine,Rosie,A1,Rosie
georgia,23,proper-noun,feminine,Georgia,A1,Georgia
bernard,23,proper-noun,other,Bernard,other,Bernard
valentín,23,proper-noun,masculine,Valentín,other,Valentine
miranda,23,proper-noun,feminine,Miranda,other,Miranda
sharon,23,proper-noun,feminine,Sharon,A1,Sharon
perry,23,proper-noun,other,Perry,other,Perry
arnold,23,proper-noun,other,Arnold,A1,Arnold
finn,23,proper-noun,other,Finn,other,Finn
wallace,23,proper-noun,other,Wallace,other,Wallace
doyle,23,proper-noun,other,Doyle,other,Doyle
caleb,23,proper-noun,other,Caleb,A1,Caleb
dorothy,23,proper-noun,other,Dorothy,A1,Dorothy
robbie,23,proper-noun,other,Robbie,A1,Robbie
blair,22,proper-noun,other,Blair,A1,Blair
alec,22,proper-noun,other,Alec,A1,Alec
phillip,22,proper-noun,other,Phillip,A1,Philip
wyatt,22,proper-noun,other,Wyatt,A1,Wyatt
damon,22,proper-noun,other,Damon,other,Damon
eeuu,22,proper-noun,other,Estados Unidos,A1,United States
nikki,22,proper-noun,other,Nikki,other,Nikki
noah,22,proper-noun,other,Noé,A1,Noah
salvador,22,proper-noun,masculine,Salvador,A1,Savior
lydia,22,proper-noun,feminine,Lydia,A1,Lydia
afganistán,22,proper-noun,neuter,Afganistán,A2,Afghanistan
mikey,22,proper-noun,other,Mikey,other,Mikey
morris,22,proper-noun,other,Morris,other,Morris
shakespeare,22,proper-noun,other,Shakespeare,other,Shakespeare
escocia,22,proper-noun,feminine,Escocia,A1,Scotland
richie,22,proper-noun,other,Richie,other,Richie
burke,22,proper-noun,other,Burke,other,Burke
lindsay,22,proper-noun,other,Lindsay,other,Lindsay
houston,22,proper-noun,other,Houston,A1,Houston
jesus,22,proper-noun,masculine,Jesús,A1,Jesus
thompson,22,proper-noun,other,Thompson,other,Thompson
cuba,22,proper-noun,other,Cuba,A1,Cuba
irak,22,proper-noun,other,Irak,A1,Iraq
hans,22,proper-noun,masculine,Hans,C1,Hans
beverly,22,proper-noun,feminine,Beverly,A1,Beverly
dr,22,proper-noun,other,Doctor,A1,Doctor
romeo,22,proper-noun,masculine,Romeo,A1,Romeo
maurice,22,proper-noun,other,Maurice,A1,Maurice
daphne,22,proper-noun,feminine,Daphne,other,Daphne
sebastian,22,proper-noun,masculine,Sebastián,A1,Sebastian
mcgee,22,proper-noun,other,McGee,other,McGee
alfred,22,proper-noun,other,Alfred,A1,Alfred
isaac,22,proper-noun,masculine,Isaac,A1,Isaac
manny,22,proper-noun,other,Manny,other,Manny
mercedes,22,proper-noun,feminine,Mercedes,A1,Mercedes
hanna,21,proper-noun,feminine,Hanna,other,Hanna
khan,21,proper-noun,other,Khan,A1,Khan
joel,21,proper-noun,masculine,Joel,A1,Joel
jessie,21,proper-noun,feminine,Jessie,A1,Jessie
peggy,21,proper-noun,feminine,Peggy,A1,Peggy
homero,21,proper-noun,masculine,Homero,A1,Homer
douglas,21,proper-noun,other,Douglas,other,Douglas
elaine,21,proper-noun,feminine,Elaine,other,Elaine
nazi,21,proper-noun,other,nazi,B2,Nazi
erica,21,proper-noun,feminine,Érica,A1,Erica
samuel,21,proper-noun,masculine,Samuel,A1,Samuel
winston,21,proper-noun,other,Winston,other,Winston
shirley,21,proper-noun,feminine,Shirley,A1,Shirley
clyde,21,proper-noun,other,Clyde,other,Clyde
kathy,21,proper-noun,feminine,Kathy,A1,Kathy
tucker,21,proper-noun,other,Tucker,other,Tucker
barnes,21,proper-noun,other,Barnes,other,Barnes
hugo,21,proper-noun,masculine,Hugo,A1,Hugo
lola,21,proper-noun,feminine,Lola,A1,Lola
enrique,21,proper-noun,masculine,Enrique,A1,Enrique
glenn,21,proper-noun,other,Glenn,A1,Glenn
sullivan,21,proper-noun,other,Sullivan,other,Sullivan
marta,21,proper-noun,feminine,Marta,A1,Marta
bretaña,20,proper-noun,feminine,Bretaña,A2,Britain
gwen,20,proper-noun,feminine,Gwen,other,Gwen
dallas,20,proper-noun,other,Dallas,A1,Dallas
tess,20,proper-noun,other,Tess,other,Tess
murray,20,proper-noun,other,Murray,other,Murray
evans,20,proper-noun,other,Evans,other,Evans
carson,20,proper-noun,other,Carson,other,Carson
helena,20,proper-noun,feminine,Helena,A1,Helena
fiona,20,proper-noun,feminine,Fiona,A1,Fiona
toni,20,proper-noun,other,Toni,A1,Toni
sonny,20,proper-noun,masculine,Sonny,other,Sonny
kansas,20,proper-noun,other,Kansas,A1,Kansas
rex,20,proper-noun,masculine,Rex,other,King
broadway,20,proper-noun,other,Broadway,A1,Broadway
stefan,20,proper-noun,other,Esteban,A1,Stephen
lenny,20,proper-noun,other,Lenny,A1,Lenny
orleans,20,proper-noun,other,Orleans,other,Orleans
madrid,20,proper-noun,other,Madrid,A1,Madrid
marge,20,proper-noun,feminine,Marge,A1,Marge
meredith,20,proper-noun,feminine,Meredith,A1,Meredith
avery,20,proper-noun,other,Avery,other,Avery
bárbara,20,proper-noun,feminine,Bárbara,A1,Barbara
