word,frequency,type,gender,dictionaryForm,languageLevel,english
chocho,2,noun,masculine,chocho,other,chocho (slang for a parent or grandparent)
mmm-hmm,2,other,other,mmm-hmm,other,expression of agreement or acknowledgment
j.p.,2,other,other,j.p.,other,Jr.
lis,2,noun,feminine,lis,other,lily
chez,2,other,other,chez,other,at the house of
grazie,2,other,other,grazie,other,thank you
chingada,2,other,feminine,chingada,other,damn
mier,2,noun,feminine,mier,other,excretion
seul,2,other,other,seul,other,only
amour,2,other,other,amour,other,love
déjà,2,other,other,déjà,other,already
wrong,2,other,other,wrong,other,incorrect
jutsu,2,other,other,jutsu,other,art
cielito,2,noun,masculine,cielito,other,little sky
chas,2,other,other,chas,other,wow
pende,2,noun,masculine,pende,other,pendant
fáser,2,other,other,fásir,other,to make
bloqueen,2,other,other,bloqueen,other,they block
voila,2,other,other,voilà,other,there it is
jihad,2,other,other,jihad,other,struggle or effort in the way of God
s.a.,2,other,other,Señor(a),other,Mr./Ms.
mozzie,2,other,other,mozzie,other,mosquito
rcp,2,other,other,rcp,other,RCP (resucitación cardiopulmonar)
ahá,2,other,other,ahá,other,aha
d.j.,2,other,other,D.J.,other,DJ
nen,2,noun,masculine,nen,other,child
omo,2,noun,masculine,omo,other,rattle
duden,2,noun,masculine,duden,other,doubts
enough,2,other,other,enough,other,suficiente
fusco,2,adjective,masculine,fusco,other,dark
osas,2,other,feminine,osa,other,bear (female)
ende,2,other,other,ende,other,therefore
und,2,other,other,und,other,and
yqué,2,other,other,yqué,other,and what
psst,2,other,other,psst,other,a sound used to attract attention
fleur,2,other,other,fleur,other,flower
krieger,2,other,other,krieger,other,warrior
cherie,2,other,other,cherie,other,darling
haddie,2,other,other,haddie,other,haddock
lapd,2,other,other,lapd,other,Los Angeles Police Department
c.i.a.,2,other,other,C.I.A.,other,CIA
irs,2,other,other,IRS,other,Internal Revenue Service
mismísima,2,adjective,feminine,mismísima,other,very same
n.y.,2,other,other,n.y.,other,et cetera
resistan,2,other,other,resistán,other,resistant
mme,2,other,other,Mme,other,Mrs.
doesn,2,other,other,doesn't,other,doesn't
-3ch462300,2,other,other,-3ch462300,other,unknown
viii,2,other,other,viii,other,eight
gar,2,other,other,gar,other,to gar
pax,2,other,other,pax,other,peace
plummer,2,other,other,plumber,other,plumber
4x4,2,other,other,4x4,other,four by four
marika,2,noun,feminine,marika,other,a term often used in a derogatory context in some Spanish-speaking cultures
payal,2,other,feminine,payal,other,anklet
glover,2,noun,masculine,glover,other,glove maker
piazza,2,other,other,piazza,other,plaza
fer,2,verb,other,fer,other,to do
nenaza,2,noun,feminine,nenaza,other,silly girl
aaaah,2,other,other,aaaah,other,sigh
auf,2,other,other,auf,other,on
reba,2,other,feminine,reba,other,herd
hah,2,other,other,hah,other,laugh
bastado,2,noun,masculine,bastado,other,bastard
mm-mm,2,other,other,mm-mm,other,expression of indecision or disagreement
samar,2,other,other,samar,other,to bless
sil,2,other,other,sil,other,sieve
cleary,2,other,other,clearly,other,clearly
fräulein,2,other,feminine,Fräulein,other,young lady
bom,2,other,other,bom,other,bomb
p.d.,2,other,other,P.D.,other,P.S.
mame,2,noun,feminine,mame,other,mamey
bene,2,other,other,bene,other,well
kriptonita,2,noun,feminine,kriptonita,other,kryptonite
ltd,2,other,other,ltd.,other,limited
furcia,2,other,feminine,furcia,other,prostitute
tãº,2,other,other,título,other,title
shit,2,other,other,shit,other,feces
tinker,2,other,other,tinker,other,to work ineptly or unskillfully
signore,2,other,masculine,signore,other,mister
cervan,2,other,other,cerván,other,cerván
forcé,2,other,other,forcé,other,forced
curé,2,noun,masculine,curé,other,priest
pio,2,other,masculine,pio,other,chirp
eben,2,other,other,eben,other,even
enos,2,pronoun,other,eno,other,us
mays,2,other,other,mays,other,may
ergo,2,other,other,ergo,other,therefore
alaikum,2,other,other,alaikum,other,may peace be upon you
soleil,2,other,other,soleil,other,sun
chupavergas,2,other,other,chupaverga,other,cocksucker
oates,2,other,other,oats,other,oats
lnspector,2,other,other,inspector,other,inspector
signora,2,other,feminine,signora,other,lady
corps,2,other,other,corps,other,body
monti,2,noun,masculine,monti,other,Monty
seg,2,other,other,seg,other,segment
fema,2,other,feminine,FEM,other,FEM
shinigami,2,other,other,shinigami,other,death god
ummm,2,other,other,ummm,other,umm
semper,2,other,other,semper,other,always
jajaja,2,other,other,jajaja,other,haha
vii,2,other,other,VII,other,Roman numeral seven
incinerado,2,adjective,masculine,incinerado,other,incinerated
ter,2,other,other,ter,other,to have (as an auxiliary verb)
château,2,other,masculine,château,other,castle
dominus,2,other,masculine,dominus,other,lord
cavaliere,2,other,masculine,cavaliere,other,knight
garete,2,noun,masculine,garete,other,wreck
r.j.,2,other,other,Rey Juan,other,King John
trol,2,noun,masculine,trol,other,troll
crores,2,other,other,crore,other,crore
gardiner,2,other,other,gardiner,other,gardener
chupapollas,2,noun,masculine,chupapollas,other,cocksucker
mortem,2,other,other,mortem,other,death
mont,2,other,other,mont,other,mount
maeby,2,other,other,maeby,other,maybe
adieu,2,other,other,adieu,other,goodbye
gais,2,other,other,gais,other,gays
auch,2,other,other,auch,other,also
dukat,2,noun,masculine,dukat,other,ducat
k.o.,2,other,other,k.o.,other,knockout
nanna,2,other,feminine,nana,other,nanny
zelena,2,adjective,feminine,zelena,other,green
pollack,2,noun,masculine,pollack,other,pollock
boyz,1,other,other,boyz,other,boys
wouldn,1,other,other,wouldn't,other,wouldn't
ras,1,noun,masculine,ras,other,scrape
leno,1,other,other,leno,other,lazy
ich,1,other,other,ich,other,I
fela,1,noun,feminine,fela,other,fellow
marilla,1,noun,feminine,marilla,other,little sea
femme,1,other,feminine,femme,other,woman
bonsoir,1,other,other,bonsoir,other,good evening
shakti,1,other,other,shakti,other,power
carry,1,verb,other,carry,other,to carry
vai,1,other,other,vaí,other,see
ist,1,other,other,ist,other,is
ganz,1,other,other,ganz,other,whole
commendatore,1,noun,masculine,commendatore,other,commander
stahl,1,other,other,stahl,other,steel
animan,1,other,other,animan,other,they animate
quiã,1,other,other,quía,other,who
merc,1,other,other,mercado,other,market
agote,1,noun,masculine,agote,other,a type of fish
macon,1,other,other,macón,other,macón
o.c.,1,other,other,O. C.,other,received
polonio,1,noun,masculine,polonio,other,polonium
heimlich,1,other,other,heimlich,other,secretive
salvad,1,other,other,salvador,other,savior
excelsior,1,other,other,excelsior,other,ever upward
zora,1,noun,feminine,zora,other,vixen
romulana,1,other,feminine,romulana,other,romulan
1o,1,other,other,1o,other,1st
kuala,1,other,other,kuala,other,koala
ampare,1,noun,feminine,ampare,other,protection
lla,1,other,other,lla,other,there
mwah,1,other,other,mwah,other,sound of a kiss
darin,1,other,other,darín,other,darín
bleu,1,other,other,bleu,other,blue
shhhh,1,other,other,shhhh,other,silence
ú,1,other,other,ú,other,"you (informal, used to express admiration or emphasis)"
mmmmm,1,other,other,mmmmmm,other,mmmm
orinado,1,adjective,masculine,orinado,other,urinated
bambino,1,other,masculine,bambino,other,child
mariguana,1,noun,feminine,mariguana,other,marijuana
kits,1,other,other,kit,other,kit
bois,1,noun,masculine,bois,other,wood
ado,1,other,other,ado,other,archaic term for past participle suffix
atrianos,1,noun,masculine,atriano,other,Atrian
bratva,1,other,other,bratva,other,brotherhood
ops,1,other,other,ops,other,whoops
filman,1,verb,other,filmár,other,to film
ripeados,1,adjective,masculine,ripeado,other,ripe
ghul,1,other,other,ghul,other,ghoul
tá,1,other,other,tá,other,is (informal)
insto,1,adjective,masculine,insto,other,instilled
aioria,1,other,other,aioría,other,aesthesia
sparkle,1,other,other,sparkle,other,shine brightly with flashes of light
tallis,1,noun,masculine,tallis,other,tallit
dispersado,1,other,other,dispersado,other,dispersed
hyung-nim,1,other,other,hyung-nim,other,older brother (term used in Korean culture to address an older male friend or sibling)
seã,1,other,other,seán,other,Seán
²,1,other,other,²,other,superscript two
00am,1,other,other,00am,other,00 am
chanchal,1,adjective,masculine,chanchal,other,sluggish
mg.,1,other,other,miligramo,other,milligram
è,1,other,other,è,other,e
melmotte,1,other,other,melmotte,other,scam artist
bruces,1,other,other,bruces,other,face down
zito,1,noun,masculine,zito,other,small child
bajorana,1,noun,feminine,bajorana,other,female descendant of the Bajoran people
dor,1,other,other,dor,other,gold
jueguecito,1,noun,masculine,jueguecito,other,small game
hooch,1,other,other,hooch,other,illicit alcohol
yuju,1,other,other,yuju,other,yoohoo
prasad,1,other,other,prasad,other,offering
cortad,1,other,other,cortad,other,cut
reuma,1,noun,masculine,reuma,other,rheumatism
sheriffs,1,other,masculine,sheriff,other,sheriff
affaire,1,other,other,affaire,other,affair
hobbits,1,other,other,hobbit,other,hobbit
sifu,1,other,other,sifu,other,master
deus,1,other,masculine,deus,other,god
es-es,1,other,other,es-es,other,Spanish (Spain)
conste,15,other,other,conste,other,note
führer,15,other,other,Führer,other,leader
oz,15,other,other,oz,other,ounce
sátur,15,other,other,sátur,other,satur
g.,15,other,other,g.,other,abbreviation for a unit of measurement or referring to the letter 'g'
toc,14,noun,masculine,toc,other,touch
dele,13,other,other,dele,other,delete
jr,13,other,other,Júnior,other,Junior
du,13,other,other,du,other,you
au,12,other,other,au,other,a common expression of approval or agreement
x.,12,other,other,x,other,x
et,11,other,other,et,other,and
gen,10,noun,masculine,gen,other,gene
k.,10,other,other,k,other,k
menoyos,10,noun,masculine,menoyo,other,small bridges
l.,9,other,other,l.,other,the
modus,9,other,other,modus,other,mode
bea,9,other,feminine,bea,other,bee
v.,9,other,other,v.,other,abbreviation for the verb
abordo,8,other,other,abordo,other,aboard
pasad,8,other,other,pasad,other,make way
vs,7,other,other,vs,other,versus
der,7,other,other,der,other,the (German definite article)
w.,7,other,other,w,other,w
sunbae,7,other,other,sunbae,other,senior
merci,6,other,other,merci,other,thank you
jacobs,6,proprer-noun,masculine,Jacob,other,Jacob
lili,6,proprer-noun,feminine,Lili,other,Lily
vd,6,other,other,vd,other,you (abbreviation for 'usted')
j.t.,6,other,other,j.t.,other,abbreviation for Junior Technician
unes,6,other,other,unes,other,"you (plural, formal, in some contexts)"
fa,6,other,other,fa,other,do
í,5,other,other,í,other,I
pillan,5,other,other,pillán,other,Pillán
voilà,5,other,other,voilà,other,there it is
subxpacio,5,other,other,subespacio,other,subspace
elderman,5,noun,masculine,elderman,other,alderman
beka,5,noun,feminine,beka,other,female eel
xxi,5,other,other,XXI,other,twenty-one
quot,5,other,other,quot,other,quote
odo,5,noun,masculine,odo,other,odor
edo,5,other,other,edo,other,state
aaah,5,other,other,aaah,other,ah
vogel,5,other,other,vogel,other,bird
fausto,4,proprer-noun,masculine,Fausto,other,Faust
cher,4,other,other,cher,other,dear
noona,4,noun,feminine,noona,other,older sister
bhai,4,other,other,bhai,other,brother
ro,4,other,other,ro,other,"I (informal, used in some regions)"
é,4,other,other,é,other,e
diese,4,other,other,diese,other,this (in some dialects or borrowed contexts from German)
vu,4,other,other,vu,other,"you (informal, used in some dialects)"
shalom,4,other,other,shalom,other,peace
wanna,4,other,other,wanna,other,want to
oooh,4,other,other,oooh,other,expression of surprise or admiration
z.,4,other,other,z,other,z
c.oper,4,other,other,c. operar,other,c. to operate
aloha,4,other,other,aloha,other,hello
espartaco,4,proprer-noun,masculine,Espartaco,other,Spartacus
sgto,4,other,other,sugiero,other,suggestion
aja,4,other,other,aja,other,aha
grandulón,4,noun,masculine,grandulón,other,big baby
janeiro,4,other,other,Janeiro,other,January
dispérsense,3,other,other,dispérsense,other,disperseness
santiamén,3,other,other,santiamén,other,instant
cardassianos,3,noun,masculine,cardassiano,other,Cardassians
casen,3,other,other,casen,other,case
nfl,3,other,other,NFL,other,National Football League
salaam,3,other,other,salaam,other,peace
pu,3,other,other,pu,other,"you (informal, singular)"
mili,3,noun,feminine,milí,other,thousand
xviii,3,other,other,xviii,other,eighteen
dag,3,other,other,dag,other,day
mardi,3,other,other,mardi,other,Tuesday
xiii,3,other,other,xiii,other,thirteen
nitrato,3,noun,masculine,nitrato,other,nitrate
pegaso,3,proprer-noun,masculine,Pegaso,other,Pegasus
mandes,3,other,other,mandes,other,n/a
subtitulos.es,3,other,other,subtítulos.es,other,subtitles.es
lon,3,other,other,lon,other,long
golfa,3,noun,feminine,golfa,other,golfer (female)
holliday,3,other,other,holiday,other,holiday
echad,3,other,other,echad,other,one
chateau,3,other,other,château,other,castle
partisanos,3,noun,masculine,partisano,other,partisan
aristóteles,3,proprer-noun,other,Aristóteles,other,Aristotle
ichigo,2,other,other,ichigo,other,strawberry
hazzard,2,other,other,hazzard,other,hazard
saiyajin,2,proprer-noun,other,Saiyajin,other,Saiyan
zephyr,2,other,other,zephyr,other,a gentle breeze
hundo,2,noun,masculine,hundo,other,hundred
xii,2,other,other,xii,other,twelve
fmi,2,other,other,FMI,other,International Monetary Fund
stroh,2,other,other,stroh,other,straw
decis,2,other,other,decidido,other,decided
telépatas,2,noun,masculine,telépata,other,telepath
matadlo,2,noun,masculine,matadlo,other,killer
spiritus,2,other,other,spiritus,other,spirit
amita,2,noun,feminine,amita,other,aunt
enteres,2,other,other,entereces,other,you enter
lupo,2,other,masculine,lupo,other,wolf
a.m,2,other,other,a.m.,other,a.m.
ou,2,other,other,ou,other,or
carpe,2,other,other,carpe,other,seize
lremos,2,other,other,lermos,other,lermos
sun-ae,2,other,other,sunae,other,sunae
chevalier,2,other,masculine,chevalier,other,knight
sapna,2,other,other,sapna,other,dream
filmo,2,noun,masculine,filmo,other,film
panzer,1,other,masculine,panzer,other,tank
wiedersehen,1,other,other,wiedersehen,other,to see again
invernalia,1,noun,feminine,invernalia,other,invernal event or winter season
ville,1,other,other,ville,other,city
zulú,1,proprer-noun,other,Zulú,other,Zulu
serme,1,verb,other,serme,other,to be (reflexive)
jabara,1,noun,feminine,jabará,other,sourness
tánger,1,other,other,tánger,other,Tangier
boyer,1,noun,masculine,boyer,other,fisherman
nomine,1,noun,masculine,nómine,other,name
hirsch,1,other,other,hirsch,other,deer
bwana,1,other,other,bwana,other,mister
zarina,1,proprer-noun,feminine,Zarina,other,queen
9mm,1,other,other,9 mm,other,9 mm
nobody,1,other,other,nobody,other,nadie
trois,1,other,other,trois,other,three
reojo,1,other,other,reojó,other,watch
couldn,1,other,other,couldn't,other,couldn't
léa,1,other,other,Léa,other,Leah
toussaint,1,proprer-noun,other,Toussaint,other,All Saints' Day
yuma,1,noun,feminine,yuma,other,Yuma (a term often used to refer to a female person of the Yuma tribe or related context)
chien,1,other,other,chien,other,dog
matasen,1,verb,other,matarse,other,to kill oneself
achille,1,proprer-noun,other,Aquiles,other,Achilles
ahm,1,other,other,ahm,other,uhm
fraulein,1,other,feminine,Fräulein,other,young lady
marchand,1,noun,masculine,marchand,other,merchant
saladino,1,proprer-noun,masculine,Saladino,other,Saladin
wolfram,1,other,masculine,wolfram,other,tungsten
meteros,1,other,other,meteros,other,to put in
ahogues,1,noun,masculine,ahogo,other,drowning
sinaí,1,proprer-noun,other,Sinaí,other,Sinai
tátara,1,noun,feminine,tátara,other,táta
caraculo,1,noun,masculine,caraculo,other,ass
kamehouse,1,proprer-noun,other,Kame House,other,Kame House
sennin,1,other,other,sennin,other,sage
tera,1,noun,feminine,tera,other,terabyte
fio,1,other,other,fio,other,thread (in the context of sewing)
carney,1,other,other,carney,other,carny
lela,1,noun,feminine,lela,other,girl
deux,1,other,other,deux,other,two
ehi,1,other,other,ehi,other,hey
dmv,1,other,other,DMV,other,Department of Motor Vehicles
danke,1,other,other,danke,other,thank you
crème,1,other,other,crème,other,cream
ramsés,1,proprer-noun,masculine,Ramsés,other,Ramses
riva,1,noun,feminine,riva,other,bank
romulano,1,other,other,romulano,other,Romulan
bjørn,1,other,other,bjørn,other,bear
engreídos,1,noun,masculine,engreído,other,conceited people
vala,1,noun,feminine,vala,other,valley
pelle,1,noun,feminine,pelle,other,skin
m.a.,1,other,other,m.a.,other,Master of Arts
eeh,1,other,other,eeh,other,uh
prix,1,other,other,prix,other,price
2o,1,other,other,2º,other,2nd
comemierda,1,noun,masculine,comemierda,other,shit-eater (used as a vulgar insult)
albin,1,other,other,albin,other,albino
lauda,1,noun,feminine,lauda,other,praise
balagan,1,other,other,balagán,other,chaos
arrivederci,1,other,other,arrivederci,other,goodbye
nel,1,pronoun,other,nel,other,none
cil,1,noun,masculine,cil,other,cylinder
ça,1,other,other,ça,other,that
appétit,1,other,other,appétit,other,appetite
sansa,1,other,feminine,sansa,other,silly
leery,1,adjective,other,leery,other,suspicious
contraten,1,other,other,contraten,other,they contract
d.c,1,other,other,d.c.,other,A.D.
hennessey,1,proprer-noun,other,Hennessy,other,Hennessy
boyardos,1,noun,masculine,boyardo,other,boyardo
lerner,1,other,other,lerner,other,learner
dieu,1,other,other,dieu,other,god
hadji,1,other,other,hadji,other,hajji
til,1,other,other,til,other,tilde
unnie,1,other,feminine,unnie,other,older sister (term used by younger females in Korean culture)
sargen,1,other,other,sargento,other,sergeant
h.g.,1,other,other,hombre gay,other,gay man
moulin,1,other,other,moulin,other,mill
zolana,1,noun,feminine,zolana,other,soggy land
est-ce,1,other,other,est-ce,other,is it
beene,1,other,other,been,other,been
ps,1,other,other,PS,other,postscript
negara,1,other,other,negara,other,country
galavan,1,other,other,galavan,other,"they (informal, plural)"
yihad,1,other,other,yihad,other,jihad
shizuku,1,other,other,shizuku,other,drop
doliera,1,verb,other,doler,other,to hurt
rpm,1,other,other,rpm,other,revolutions per minute
asertina,1,noun,feminine,asertina,other,assertiveness
rocher,1,other,neuter,rocher,other,rock
padre-hijo,1,noun,masculine,padre-hijo,other,father-son
sóller,1,proprer-noun,other,Sóller,other,Soller
yama,1,noun,feminine,yama,other,peak
