word,frequency,type,gender,dictionaryForm,languageLevel,english
tv,92,other,other,televisión,A1,TV
extra,91,adjective,other,extra,A2,extra
internet,91,noun,neuter,internet,A1,internet
alcohol,91,noun,masculine,alcohol,A2,alcohol
sexy,90,adjective,other,sexy,B1,sexy
wow,89,other,other,wow,A1,wow
in,88,other,other,en,A1,in
gas,88,noun,masculine,gas,A1,gas
superior,86,adjective,masculine,superior,B2,superior
criminal,86,noun,masculine,criminal,B2,criminal
original,85,adjective,masculine,original,B1,original
chocolate,84,noun,masculine,chocolate,A1,chocolate
probable,82,adjective,feminine,probable,B1,probable
material,82,noun,masculine,material,A2,material
it,82,pronoun,other,it,other,it
funeral,81,noun,masculine,funeral,A2,funeral
sir,81,other,other,Señor,A1,Sir
rock,80,other,other,rock,other,rock
bordo,79,adjective,masculine,bordo,A2,bordo
n,78,other,other,n,other,n
grace,78,other,other,gracia,A2,grace
of,78,other,other,de,A1,of
social,77,adjective,feminine,social,B1,social
legal,77,adjective,other,legal,B1,legal
ed,76,other,other,ed,other,ed
new,76,adjective,other,nuevo,A1,new
motor,75,noun,masculine,motor,A1,motor
roger,73,other,other,roger,other,Roger
whisky,72,noun,masculine,whisky,A2,whisky
den,72,noun,feminine,den,other,den
okay,71,other,other,okay,A1,okay
b,71,other,other,b,other,b
c,71,other,other,c,other,c
rose,70,other,other,rose,other,rose
lord,69,other,masculine,lord,other,lord
pizza,69,noun,feminine,pizza,A1,pizza
park,67,other,other,parque,A1,park
marina,67,noun,feminine,marina,A1,marina
tim,66,other,other,tim,other,tim
joey,66,other,other,joey,other,joey
lady,65,other,feminine,lady,other,lady
particular,65,adjective,other,particular,B1,particular
canal,65,noun,masculine,canal,A1,canal
echo,65,noun,masculine,eco,B1,echo
crisis,65,noun,feminine,crisis,B2,crisis
chuck,65,other,other,chuck,other,chuck
virus,63,noun,masculine,virus,B1,virus
cruel,61,adjective,masculine,cruel,B1,cruel
actor,61,noun,masculine,actor,A1,actor
adorable,60,adjective,feminine,adorable,A2,adorable
coma,59,noun,feminine,coma,B1,coma
hmm,59,other,other,hmm,other,hmm
popular,59,adjective,other,popular,A2,popular
patio,58,noun,masculine,patio,A1,patio
miss,58,other,other,miss,other,miss
exterior,57,adjective,masculine,exterior,B1,exterior
dean,57,noun,masculine,decano,B2,dean
federal,56,adjective,masculine,federal,B2,federal
mental,56,adjective,feminine,mental,B1,mental
pasta,55,noun,feminine,pasta,A1,pasta
brown,55,adjective,other,marrón,A1,brown
king,55,other,other,king,other,king
mate,53,noun,masculine,mate,A1,mate
piano,53,noun,masculine,piano,A1,piano
mac,53,other,other,mac,other,mac
civil,53,adjective,other,civil,B1,civil
s.,53,other,other,S.,other,S.
pagan,53,adjective,masculine,pagano,B2,pagan
city,52,noun,feminine,ciudad,A1,city
cable,52,noun,masculine,cable,A1,cable
huh,52,other,other,huh,other,huh
metro,52,noun,masculine,metro,A1,metro
kilos,52,noun,masculine,kilo,A1,kilos
chef,51,noun,masculine,chef,A2,chef
golf,51,noun,masculine,golf,A1,golf
do,51,verb,other,hacer,A1,do
mortal,51,adjective,masculine,mortal,B1,mortal
metal,51,noun,masculine,metal,A1,metal
mmm,50,other,other,mmm,other,mmm
st,49,other,other,st,other,st
jay,49,noun,masculine,jаy,A2,jay
on,49,other,other,on,other,on
moral,48,adjective,feminine,moral,B1,moral
my,48,pronoun,other,mi,A1,my
combustible,48,adjective,masculine,combustible,B1,combustible
jean,48,noun,masculine,jean,A1,jean
noble,48,adjective,masculine,noble,B1,noble
plaza,47,noun,feminine,plaza,A1,plaza
ooh,46,other,other,ooh,other,ooh
big,46,adjective,other,grande,A1,big
escape,46,noun,feminine,escapé,B2,escape
dick,45,other,other,dick,other,dick
capital,45,noun,feminine,capital,A2,capital
todd,45,other,other,Todd,other,Todd
man,44,noun,masculine,hombre,A1,man
whoa,44,other,other,whoa,other,whoa
sensible,44,adjective,feminine,sensible,B1,sensible
super,44,adjective,other,super,A2,super
x,43,other,other,x,other,x
grant,43,other,other,grant,other,grant
nate,42,other,other,Nate,other,Nate
miserable,42,adjective,other,miserable,B1,miserable
nuclear,42,adjective,masculine,nuclear,B2,nuclear
poli,42,other,other,poli,other,poli
that,42,other,other,that,other,that
fatal,42,adjective,other,fatal,B1,fatal
cerebral,42,adjective,masculine,cerebral,B1,cerebral
street,41,noun,feminine,calle,A1,street
mm,41,other,other,mm,other,mm
ann,41,other,other,ann,other,ann
web,40,noun,feminine,web,A2,web
robot,40,noun,masculine,robot,A2,robot
decide,40,verb,other,decidir,A2,decide
west,40,other,other,west,other,west
terror,39,noun,masculine,terror,B1,terror
teddy,39,other,other,teddy,other,teddy
musical,39,adjective,feminine,musical,A2,musical
gus,39,other,masculine,gus,other,gus
diana,38,noun,feminine,diana,A1,Diana
young,38,adjective,other,joven,A1,young
ideal,38,adjective,masculine,ideal,B1,ideal
festival,37,noun,masculine,festival,A2,festival
so,37,adverb,other,sí,A1,so
as,37,adverb,other,as,A1,as
drama,37,noun,masculine,drama,B1,drama
solar,37,adjective,masculine,solar,B2,solar
h,37,other,other,h,other,h
walker,37,other,other,walker,other,walker
detectives,37,noun,masculine,detective,B1,detectives
yeah,36,other,other,yeah,other,yeah
romance,36,noun,masculine,romance,B1,romance
lane,35,noun,feminine,la lane,A1,lane
em,35,pronoun,other,em,other,em
hill,35,other,other,hill,other,hill
white,35,adjective,other,blanco,A1,white
fan,35,noun,masculine,fan,A1,fan
b.,34,other,other,b.,other,b.
we,34,pronoun,other,we,A1,we
villa,34,noun,feminine,villa,A1,villa
sector,33,noun,masculine,sector,B1,sector
all,33,other,other,todo,A1,all
motel,33,noun,masculine,motel,A1,motel
house,33,noun,feminine,casa,A1,house
mason,33,noun,masculine,mason,A1,mason
green,33,adjective,other,verde,A1,green
fines,32,noun,masculine,fine,A2,fines
baby,32,other,other,baby,other,baby
black,32,adjective,other,negro,A1,black
penny,32,other,other,penny,other,penny
vodka,32,noun,feminine,vodka,A1,vodka
re,32,other,other,re,A1,re
rifle,32,noun,masculine,rifle,A1,rifle
casino,32,noun,masculine,casino,A2,casino
trauma,32,noun,masculine,trauma,B2,trauma
kitty,31,other,other,kitty,other,kitty
shh,31,other,other,shh,other,shh
rumor,31,noun,masculine,rumor,B1,rumor
invisible,31,adjective,other,invisible,B1,invisible
habitual,31,adjective,masculine,habitual,B1,habitual
id,31,other,other,id,other,id
similar,31,adjective,other,similar,A2,similar
earl,31,other,other,earl,other,earl
ee,31,other,other,ee,other,ee
v,31,other,other,v,other,v
sandy,31,adjective,other,sandy,other,sandy
case,30,noun,masculine,case,other,case
mafia,30,noun,feminine,mafia,B1,mafia
shock,30,noun,masculine,shock,other,shock
for,30,other,other,por,A1,for
star,30,noun,feminine,estrella,A1,star
your,30,pronoun,other,tuyo,A1,your
love,30,other,other,amor,A1,love
stone,29,other,other,stone,other,stone
na,29,other,other,na,other,na
ji,29,other,other,ji,other,ji
daisy,29,other,other,daisy,other,daisy
global,29,adjective,masculine,global,B1,global
kang,28,other,other,kang,other,kang
r,28,other,other,r,other,r
iris,28,noun,feminine,iris,A2,iris
horror,28,noun,masculine,horror,A2,horror
wade,28,other,other,wade,other,wade
perfume,28,noun,masculine,perfume,A2,perfume
radar,28,noun,masculine,radar,B1,radar
bang,28,other,other,bang,other,bang
hall,28,noun,masculine,hall,A2,hall
hare,28,noun,masculine,hare,other,hare
clay,27,other,other,clay,other,clay
timbre,27,noun,masculine,timbre,A1,timbre
what,27,other,other,what,other,what
uu,27,other,other,uu,other,uu
boy,27,noun,masculine,niño,A1,boy
chip,27,noun,masculine,chip,A1,chip
times,27,other,other,times,other,times
pat,27,other,other,pat,other,pat
soo,27,other,other,soo,other,soo
euros,27,noun,masculine,euro,A1,euros
island,27,noun,feminine,isla,A1,island
manual,27,adjective,masculine,manual,B1,manual
booth,26,other,other,cabina,A2,booth
pam,26,other,other,pam,other,pam
clan,26,noun,masculine,clan,A2,clan
chance,26,noun,feminine,chance,B1,chance
vital,26,adjective,other,vital,B1,vital
ned,26,other,other,ned,other,ned
halloween,26,other,other,halloween,A2,Halloween
crane,26,noun,feminine,grúa,A1,crane
long,26,adjective,other,largo,A1,long
vagina,26,noun,feminine,vagina,A1,vagina
pop,26,other,other,pop,other,pop
blue,26,adjective,other,azul,A1,blue
angel,26,noun,masculine,ángel,A1,angel
g,26,other,other,g,other,g
woo,26,other,other,woo,other,woo
coca,26,noun,feminine,coca,A1,coca
tumor,26,noun,masculine,tumor,B2,tumor
drew,26,other,other,drew,other,drew
editor,26,noun,masculine,editor,B1,editor
duke,25,other,masculine,duque,B2,duke
hunter,25,other,other,hunter,other,hunter
debate,25,noun,masculine,debate,B2,debate
cables,25,noun,masculine,cable,A1,cables
may,25,other,other,may,other,may
visual,25,adjective,feminine,visual,B1,visual
inferior,25,adjective,masculine,inferior,B1,inferior
gene,25,noun,masculine,gen,B2,gene
baker,25,noun,masculine,panadero,A1,baker
joy,25,other,other,joy,other,joy
p,25,other,other,p,other,p
can,25,verb,other,poder,A1,can
ias,25,other,other,ias,other,ias
little,25,adjective,other,pequeño,A1,little
top,25,noun,masculine,top,A1,top
test,25,other,other,test,other,test
campus,25,noun,masculine,campus,A1,campus
bingo,25,noun,masculine,bingo,A1,bingo
j,25,other,other,j,other,j
chan,25,other,other,chan,other,chan
judicial,25,adjective,masculine,judicial,B2,judicial
sid,25,other,other,sid,other,sid
verse,25,noun,masculine,verso,A2,verse
ritual,25,noun,masculine,ritual,B1,ritual
jung,24,other,other,jung,other,jung
a.m.,24,other,other,a.m.,A1,a.m.
guy,24,other,other,guy,other,guy
jazz,24,noun,masculine,jazz,A2,jazz
amber,24,other,other,ámbar,B1,amber
gays,24,noun,masculine,gay,A2,gays
meg,24,other,other,meg,other,meg
eve,24,other,feminine,Eve,other,Eve
with,24,other,other,with,other,with
ii,24,other,other,ii,other,ii
ohh,24,other,other,ohh,other,ohh
one,23,other,other,one,other,one
shaw,23,other,other,shaw,other,shaw
ruby,23,other,other,ruby,other,ruby
choi,23,other,other,choi,other,choi
reed,23,noun,masculine,reed,other,reed
kit,23,noun,masculine,kit,A1,kit
this,23,pronoun,other,esto,A1,this
palmer,23,noun,masculine,palmer,A2,palmer
polo,23,noun,masculine,polo,A1,polo
pm,23,other,other,pm,other,PM
bell,23,noun,feminine,campana,A1,bell
honorable,23,adjective,feminine,honorable,B2,honorable
suite,23,noun,feminine,suite,B1,suite
bud,23,other,other,bud,other,bud
aah,22,other,other,aah,other,aah
castle,22,other,other,castillo,A1,castle
sip,22,other,other,sip,other,sip
flash,22,other,other,flash,other,flash
fox,22,other,other,fox,other,fox
patty,22,other,other,patty,other,patty
up,22,other,other,up,other,up
ego,22,noun,masculine,ego,B2,ego
videos,22,noun,masculine,video,A1,videos
bus,22,noun,masculine,bus,A1,bus
inevitable,22,adjective,other,inevitable,B2,inevitable
postal,22,adjective,feminine,postal,A2,postal
hal,22,other,other,hal,other,hal
dispare,22,other,other,dispare,other,dispare
pierce,22,verb,other,perforar,B1,pierce
hockey,22,noun,masculine,hockey,A2,hockey
stark,22,other,other,stark,other,stark
vulnerable,22,adjective,feminine,vulnerable,B2,vulnerable
quite,22,other,other,quite,other,quite
portal,22,noun,masculine,portal,A2,portal
dong,21,other,other,dong,other,dong
er,21,other,other,er,other,er
cobra,21,noun,feminine,cobra,A2,cobra
yang,21,other,other,yang,other,yang
roll,21,noun,masculine,rollo,A1,roll
boyd,21,other,other,boyd,other,boyd
gps,21,other,other,gps,A1,gps
boom,21,other,other,boom,other,boom
won,21,other,other,won,other,won
rocky,21,adjective,other,rocoso,B1,rocky
bishop,21,other,masculine,obispo,B2,bishop
brutal,21,adjective,masculine,brutal,B2,brutal
tire,21,noun,masculine,tire,A1,tire
beach,20,noun,feminine,playa,A1,beach
raj,20,other,other,raj,other,raj
protector,20,noun,masculine,protector,B1,protector
ballet,20,noun,masculine,ballet,A2,ballet
ahh,20,other,other,ahh,other,ahh
fisher,20,other,other,fisher,other,fisher
triple,20,adjective,other,triple,A2,triple
morgue,20,noun,feminine,morgue,B1,morgue
set,20,other,other,set,other,set
ai,20,other,other,ai,other,AI
grey,20,adjective,other,gris,A1,grey
sentimental,20,adjective,masculine,sentimental,B1,sentimental
piper,20,other,other,piper,other,piper
monk,20,other,other,monje,A2,monk
buck,20,other,other,buck,other,buck
sun,20,noun,masculine,sol,A1,sun
dee,20,other,other,dee,other,dee
foster,20,other,other,foster,other,foster
cam,20,other,other,cam,other,cam
buddy,20,other,other,buddy,other,buddy
robots,19,noun,masculine,robot,A2,robots
supervisor,19,noun,masculine,supervisor,B1,supervisor
bases,19,noun,feminine,base,A1,bases
get,19,verb,other,get,A2,get
altar,19,noun,masculine,altar,A1,altar
tribal,19,adjective,other,tribal,B1,tribal
violet,19,other,other,violeta,A1,violet
out,19,other,other,out,other,out
bush,19,other,other,bush,other,bush
silver,19,other,other,plata,A1,silver
yoon,19,other,other,yoon,other,yoon
enterprise,19,other,other,enterprise,other,enterprise
regular,19,adjective,masculine,regular,A2,regular
homosexual,19,adjective,masculine,homosexual,B1,homosexual
film,19,noun,masculine,film,other,film
lunar,19,adjective,feminine,lunar,B1,lunar
delta,19,noun,masculine,delta,B1,delta
vulgar,19,adjective,masculine,vulgar,B2,vulgar
cool,19,adjective,other,cool,B1,cool
like,19,other,other,like,other,like
f,19,other,other,f,other,f
k,19,other,other,k,other,k
yoga,19,noun,masculine,yoga,A1,yoga
time,19,other,other,tiempo,A1,time
hope,19,other,other,hope,other,hope
chi,19,noun,feminine,chi,other,chi
know,19,verb,other,saber,A1,know
tae,19,other,other,tae,other,tae
dawn,18,other,neuter,amanecer,A1,dawn
kay,18,other,other,kay,other,kay
brandy,18,noun,masculine,brandy,A2,brandy
road,18,other,other,calle,A1,road
wells,18,other,other,wells,other,wells
by,18,other,other,by,other,by
cliff,18,noun,masculine,acantilado,B1,cliff
terminal,18,noun,feminine,terminal,B1,terminal
porter,18,noun,masculine,portero,A2,porter
p.m.,18,other,other,p.m.,A1,p.m.
alias,18,noun,masculine,alias,B1,alias
ari,18,other,other,ari,other,ari
tour,18,noun,masculine,tour,A2,tour
e-mail,18,noun,masculine,e-mail,A2,e-mail
lava,18,noun,feminine,lava,A1,lava
bay,18,other,other,bay,other,bay
but,17,other,other,but,A1,but
woody,17,other,other,woody,other,woody
rusty,17,adjective,other,oxidado,B1,rusty
not,17,other,other,not,A1,not
tanner,17,other,other,tanner,other,tanner
june,17,other,other,junio,A1,June
digital,17,adjective,other,digital,B1,digital
archer,17,other,other,archer,other,archer
imperial,17,adjective,masculine,imperial,B1,imperial
pub,17,noun,masculine,pub,other,pub
burt,17,other,other,burt,other,burt
lamentable,17,adjective,feminine,lamentable,B2,lamentable
jet,17,other,other,jet,other,jet
factor,17,noun,masculine,factor,A2,factor
picnic,17,noun,masculine,picnic,A1,picnic
hee,17,other,other,hee,other,hee
there,17,other,other,there,other,there
gray,17,adjective,other,gris,A1,gray
lake,17,other,other,lake,other,lake
burns,17,verb,other,burns,other,burns
down,17,other,other,down,other,down
artificial,17,adjective,feminine,artificial,B2,artificial
hills,17,other,other,hills,other,hills
crack,17,other,other,crack,other,crack
jae,17,other,other,jae,other,jae
lemon,17,noun,masculine,limón,A1,lemon
just,17,other,other,just,other,just
pearl,16,other,other,pearl,other,pearl
spike,16,other,other,spike,other,spike
post,16,noun,masculine,post,A1,post
east,16,other,other,este,A1,east
lucky,16,other,other,lucky,other,lucky
wang,16,other,other,wang,other,wang
bond,16,other,other,bond,other,bond
herr,16,other,other,herr,other,herr
ram,16,other,other,ram,other,ram
ash,16,other,other,ceniza,A1,ash
girl,16,noun,feminine,chica,A1,girl
chang,16,other,other,chang,other,chang
apos,16,other,other,apos,other,apos
tequila,15,noun,masculine,tequila,A2,tequila
kid,15,noun,masculine,niño,A1,kid
abras,15,noun,feminine,abras,B1,abras
liv,15,other,other,liv,other,liv
z,15,other,other,z,other,z
reduce,15,verb,other,reducir,B1,reduce
american,15,adjective,masculine,americano,A2,American
mola,15,noun,feminine,mola,A2,mola
tutor,15,noun,masculine,tutor,A2,tutor
kilo,15,noun,masculine,kilo,A1,kilo
joo,14,other,other,joo,other,joo
dental,14,adjective,masculine,dental,A1,dental
potter,14,other,other,potter,other,potter
punk,14,other,other,punk,other,punk
crucial,14,adjective,other,crucial,B2,crucial
summer,14,other,other,summer,other,summer
kat,14,other,other,kat,other,kat
notable,14,adjective,other,notable,B2,notable
cultural,14,adjective,feminine,cultural,B1,cultural
at,14,other,other,at,other,at
natal,14,adjective,feminine,natal,B2,natal
shin,14,other,other,shin,other,shin
good,14,adjective,other,bueno,A1,good
fundamental,14,adjective,masculine,fundamental,B1,fundamental
amen,14,other,other,amén,A1,amen
hood,14,other,other,hood,other,hood
price,14,other,other,precio,A1,price
pinky,14,noun,masculine,meñique,A1,pinky
here,14,adverb,other,aquí,A1,here
ugh,14,other,other,ugh,other,ugh
ow,14,other,other,ow,other,ow
ginger,14,other,neuter,ginger,other,ginger
ivy,14,other,other,ivy,other,ivy
jeep,14,noun,masculine,jeep,A1,jeep
or,14,other,other,o,A1,or
she,13,pronoun,feminine,ella,A1,she
wu,13,other,other,wu,other,wu
radical,13,adjective,other,radical,B1,radical
stu,12,other,other,stu,other,stu
ty,12,other,other,ty,other,ty
mills,12,other,other,mills,other,mills
stop,12,other,other,stop,other,stop
plasma,12,noun,feminine,plasma,B1,plasma
jade,12,noun,masculine,jade,B1,jade
night,12,noun,feminine,noche,A1,night
bam,12,other,other,bam,other,bam
blog,12,noun,masculine,blog,A2,blog
high,12,other,other,high,other,high
lateral,12,adjective,masculine,lateral,B1,lateral
off,12,other,other,off,other,off
aw,12,other,other,aw,other,aw
email,12,noun,masculine,email,A2,email
gold,12,other,other,oro,A1,gold
queens,12,other,other,queen,other,queens
right,12,other,other,right,other,right
greene,12,other,other,greene,other,greene
tango,12,noun,masculine,tango,A2,tango
see,12,other,other,see,other,see
banks,11,noun,feminine,banco,A1,banks
line,11,other,other,línea,A1,line
clare,11,other,other,clare,other,clare
dolly,11,other,other,Dolly,other,Dolly
audio,11,noun,masculine,audio,A2,audio
warp,11,other,other,warp,other,warp
municipal,11,adjective,other,municipal,B1,municipal
yi,11,other,other,yi,other,yi
balance,11,noun,masculine,balance,B1,balance
ling,11,other,other,ling,other,ling
usual,11,adjective,feminine,usual,B1,usual
bin,11,noun,masculine,bin,A1,bin
tornado,11,noun,masculine,tornado,B2,tornado
ollie,11,other,other,ollie,other,ollie
candy,11,noun,masculine,caramelo,A1,candy
oral,11,adjective,other,oral,B1,oral
labial,11,adjective,masculine,labial,B1,labial
w,11,other,other,w,other,w
mara,11,noun,feminine,mara,B2,mara
boo,11,other,other,boo,other,boo
yenes,11,noun,masculine,yenes,A2,yenes
dense,11,adjective,other,denso,B1,dense
vip,11,other,other,VIP,other,VIP
flora,11,noun,feminine,flora,A1,flora
cosmos,11,noun,masculine,cosmos,B1,cosmos
palm,11,noun,feminine,palma,A1,palm
frontal,11,adjective,other,frontal,B1,frontal
ferry,11,other,other,ferry,other,ferry
bi,10,other,other,bi,other,bi
fi,10,other,other,fi,other,fi
rap,10,noun,masculine,rap,B1,rap
editorial,10,noun,feminine,editorial,B1,editorial
pony,10,noun,masculine,pony,A2,pony
sumo,10,noun,masculine,sumo,A2,sumo
aigoo,10,other,other,aigoo,other,aigoo
amnesia,10,noun,feminine,amnesia,B2,amnesia
rod,10,noun,feminine,vara,A1,rod
sherry,10,other,other,sherry,other,sherry
sunny,10,adjective,other,soleado,A1,sunny
trance,10,noun,feminine,trance,B1,trance
instructor,10,noun,masculine,instructor,B1,instructor
hi,9,other,other,hi,A1,hi
butler,9,other,other,butler,other,butler
state,9,other,other,state,other,state
bender,9,other,other,bender,other,bender
jed,9,other,other,jed,other,jed
willow,9,other,other,willow,other,willow
yeon,9,other,other,yeon,other,yeon
mon,9,other,other,mon,other,mon
uld,9,other,other,uld,other,uld
yo-yo,9,other,other,yo-yo,A1,yo-yo
liberal,9,adjective,other,liberal,B2,liberal
jeans,9,noun,masculine,jean,A1,jeans
harbor,9,other,other,harbor,other,harbor
flexible,9,adjective,other,flexible,B1,flexible
virtual,9,adjective,feminine,virtual,B2,virtual
alien,9,noun,masculine,alien,other,alien
cricket,9,other,other,cricket,other,cricket
jai,9,other,other,jai,other,jai
operandi,8,other,other,operandi,other,operandi
smart,8,adjective,other,inteligente,B1,smart
never,8,other,other,never,other,never
bloom,8,other,other,bloom,other,bloom
falls,8,verb,other,caer,A2,falls
iv,8,other,other,iv,other,iv
csi,8,other,other,csi,other,CSI
fuller,8,other,other,fuller,other,fuller
golden,8,adjective,other,dorado,A2,golden
sterling,8,other,other,sterling,other,sterling
uf,8,other,other,uf,other,uf
deeks,8,other,other,deeks,other,deeks
robe,8,noun,feminine,bata,A1,robe
experimental,8,adjective,other,experimental,B2,experimental
skinner,8,other,other,Skinner,other,Skinner
music,8,noun,feminine,música,A1,music
master,8,other,other,master,other,master
boyle,8,other,other,boyle,other,Boyle
lu,8,other,other,lu,other,lu
people,8,other,other,people,other,people
diamond,8,other,other,diamond,other,diamond
xx,8,other,other,xx,other,xx
dutch,8,other,other,dutch,other,dutch
drones,8,noun,masculine,drón,A2,drones
spray,8,other,other,spray,other,spray
wood,8,noun,masculine,madera,A1,wood
cause,8,other,other,cause,other,cause
marchen,8,other,other,márchen,other,marchen
marsh,8,other,other,marsh,other,marsh
dad,8,noun,masculine,papá,A1,dad
bbc,8,other,other,bbc,other,bbc
jj,8,other,other,jj,other,jj
spence,8,other,other,spence,other,spence
ip,8,other,other,IP,other,IP
ca,8,other,other,ca,other,ca
serial,8,adjective,other,serial,B1,serial
kyung,8,other,other,kyung,other,kyung
raven,8,noun,masculine,cuervo,A2,raven
empire,8,other,other,imperio,B1,empire
len,8,other,other,len,A1,len
cece,8,noun,feminine,cecé,other,cece
bird,8,other,other,bird,other,bird
tell,8,other,other,tell,other,tell
electoral,8,adjective,feminine,electoral,B1,electoral
winter,8,noun,masculine,invierno,A1,winter
tibia,7,noun,feminine,tibia,B1,tibia
masters,7,other,other,masters,other,masters
kitt,7,other,other,kitt,other,kitt
decker,7,other,other,decker,other,decker
muscular,7,adjective,masculine,muscular,A2,muscular
tte,7,other,other,tte,other,tte
his,7,pronoun,other,su,A1,his
fowler,7,other,other,fowler,other,fowler
lil,7,other,other,lil,other,lil
ocular,7,adjective,masculine,ocular,B1,ocular
radios,7,noun,feminine,radio,A1,radios
mafioso,7,noun,masculine,mafioso,B2,mafioso
ancestral,7,adjective,feminine,ancestral,B2,ancestral
cliché,7,noun,masculine,cliché,B2,cliché
memorial,7,noun,masculine,memorial,B1,memorial
aura,7,noun,feminine,aura,B1,aura
webb,7,other,other,webb,other,webb
wei,7,other,other,wei,other,wei
hae,7,other,other,hae,other,hae
slim,7,adjective,other,esbelto,B1,slim
pi,7,other,neuter,pi,A1,pi
fez,7,noun,feminine,fez,A2,fez
j.j.,7,other,other,J.J.,other,J.J.
sheppard,7,other,other,sheppard,other,sheppard
death,7,noun,feminine,muerte,A2,death
ki,7,other,other,ki,other,ki
jax,7,other,other,jax,other,jax
chili,7,noun,masculine,chile,A1,chili
ga,7,other,other,ga,other,ga
bu,7,other,other,bu,other,bu
best,7,adjective,other,mejor,B1,best
ketchup,7,noun,masculine,ketchup,A1,ketchup
united,7,other,other,united,other,united
our,7,pronoun,other,nuestro,A1,our
mao,7,noun,masculine,mao,other,mao
anal,7,adjective,masculine,anal,other,anal
laden,6,other,other,laden,other,laden
duck,6,other,other,pato,A1,duck
bette,6,other,other,bette,other,bette
subtitle,6,noun,feminine,subtítulo,B1,subtitle
torso,6,noun,masculine,torso,A1,torso
heights,6,other,other,altura,A2,heights
rice,6,noun,masculine,arroz,A1,rice
irregular,6,adjective,other,irregular,B1,irregular
fang,6,noun,masculine,fang,other,fang
mosquito,6,noun,masculine,mosquito,A1,mosquito
too,6,other,other,too,other,too
weiss,6,other,other,weiss,other,weiss
uhm,6,other,other,uhm,other,uhm
lean,6,adjective,feminine,leana,C1,lean
singular,6,adjective,other,singular,B1,singular
foreman,6,other,other,foreman,other,foreman
ball,6,other,neuter,balón,A1,ball
mercy,6,other,other,mercy,other,mercy
ctu,6,other,other,ctu,other,ctu
been,6,other,other,been,other,been
gokuh,6,other,other,gokuh,other,gokuh
zoom,6,other,neuter,zoom,B1,zoom
records,6,noun,masculine,registro,B1,records
torpedo,6,noun,masculine,torpedo,B2,torpedo
nan,6,other,other,nan,other,nan
ghost,6,other,other,ghost,other,ghost
reality,6,noun,feminine,realidad,B1,reality
lynch,6,other,other,lynch,other,lynch
pacey,6,other,other,pacey,other,pacey
parsons,6,other,other,parsons,other,parsons
ravi,6,other,other,Ravi,other,Ravi
wo,6,other,other,wo,other,wo
